# DC ODMR, one dec-1024 buffer per point, 2026-07-16T12:37:54, power_dBm=16.0, fs_Hz=122070.3
freq_MHz,V_2ms,V_8ms,V_20ms,V_100ms
2895.4000,0.1572888,0.1573060,0.1573104,0.1573355
2895.5000,0.1573258,0.1573223,0.1573488,0.1572913
2895.6000,0.1572782,0.1572867,0.1572856,0.1573302
2895.7000,0.1573093,0.1573308,0.1573192,0.1573225
2895.8000,0.1572983,0.1572912,0.1573003,0.1573335
2895.9000,0.1573373,0.1573237,0.1573237,0.1573076
2896.0000,0.1573594,0.1573676,0.1573421,0.1573159
2896.1000,0.1573368,0.1573564,0.1573052,0.1572846
2896.2000,0.1573153,0.1573144,0.1572961,0.1572876
2896.3000,0.1573518,0.1573462,0.1573169,0.1573448
2896.4000,0.1573764,0.1573647,0.1573436,0.1573389
2896.5000,0.1572732,0.1572645,0.1572777,0.1572954
2896.6000,0.1573544,0.1573346,0.1573406,0.1573263
2896.7000,0.1572908,0.1572997,0.1573077,0.1573058
2896.8000,0.1573188,0.1573337,0.1573229,0.1573102
2896.9000,0.1573243,0.1573350,0.1573363,0.1573266
2897.0000,0.1573233,0.1573382,0.1573236,0.1572833
2897.1000,0.1573634,0.1573564,0.1573579,0.1573477
2897.2000,0.1573414,0.1573206,0.1573104,0.1573079
2897.3000,0.1573213,0.1572865,0.1572806,0.1572642
2897.4000,0.1572687,0.1572808,0.1572892,0.1572838
2897.5000,0.1573203,0.1573008,0.1572963,0.1572931
2897.6000,0.1573353,0.1573092,0.1572951,0.1572703
2897.7000,0.1572828,0.1572892,0.1572720,0.1572735
2897.8000,0.1572678,0.1572726,0.1572637,0.1572564
2897.9000,0.1572462,0.1572721,0.1572751,0.1572660
2898.0000,0.1573354,0.1573543,0.1573428,0.1573412
2898.1000,0.1573348,0.1573237,0.1573264,0.1573015
2898.2000,0.1573168,0.1573260,0.1573123,0.1573295
2898.3000,0.1573424,0.1573180,0.1573191,0.1573165
2898.4000,0.1572998,0.1573171,0.1572783,0.1572751
2898.5000,0.1572787,0.1572971,0.1573024,0.1573102
2898.6000,0.1572908,0.1572932,0.1572976,0.1573244
2898.7000,0.1573339,0.1573407,0.1573178,0.1573413
2898.8000,0.1573489,0.1573447,0.1573412,0.1573510
2898.9000,0.1573774,0.1573714,0.1573472,0.1573253
2899.0000,0.1573774,0.1573920,0.1574079,0.1573711
2899.1000,0.1573969,0.1573793,0.1573793,0.1573899
2899.2000,0.1574069,0.1574105,0.1573862,0.1573821
2899.3000,0.1573053,0.1572937,0.1573046,0.1573244
2899.4000,0.1573163,0.1573011,0.1572927,0.1573570
2899.5000,0.1574129,0.1573889,0.1573992,0.1573964
2899.6000,0.1573514,0.1573721,0.1573500,0.1573313
2899.7000,0.1574034,0.1573778,0.1573886,0.1573991
2899.8000,0.1574190,0.1574200,0.1574249,0.1574263
2899.9000,0.1574154,0.1573986,0.1573890,0.1573701
2900.0000,0.1574350,0.1574584,0.1574467,0.1574360
