# self-oscillation statistics, 2026-07-10T14:34:53, gain=2.3, f_star_MHz=2867.90000, R0_V=1.01510696e-04, D_V_per_MHz=1.03149662e-04
cycle,t_s,f_MHz,R_V
1830,747.6804,2863.864600,4.77138038e-05
1831,748.0824,2861.563965,2.04688839e-04
1832,748.5283,2862.500258,5.95201129e-05
1833,748.9265,2862.768081,8.94994786e-05
1834,749.3303,2862.479923,1.14433902e-04
1835,749.7279,2863.672056,4.80463009e-05
1836,750.1305,2861.854681,1.83015742e-04
1837,750.5185,2862.026362,9.38112285e-05
1838,750.9029,2862.624731,7.46751958e-05
1839,751.3494,2863.369798,6.80961873e-05
1840,751.7487,2862.071782,1.59723702e-04
1841,752.1580,2862.608610,7.74352212e-05
1842,752.6010,2863.079830,8.03775574e-05
1843,752.9831,2862.289743,1.36944286e-04
1844,753.3802,2862.728261,8.18441407e-05
1845,753.8014,2863.114615,8.41836386e-05
1846,754.2195,2862.209057,1.42122884e-04
1847,754.6322,2862.737985,7.77894821e-05
1848,755.0700,2864.228450,3.46667843e-05
1849,755.4670,2861.741950,2.13024484e-04
1850,755.8569,2862.405866,7.17355820e-05
1851,756.2833,2864.165229,2.26073654e-05
1852,756.6869,2861.743721,2.10109717e-04
1853,757.0486,2862.591155,6.35052362e-05
1854,757.4963,2863.077942,7.96794106e-05
1855,757.8923,2862.335812,1.34793501e-04
1856,758.2991,2862.830115,7.93423797e-05
1857,758.7319,2864.383552,3.18426550e-05
1858,759.1176,2861.613706,2.25731827e-04
1859,759.5354,2862.476617,6.28111552e-05
1860,759.9543,2863.066746,7.50447979e-05
1861,760.3087,2862.157572,1.42285030e-04
1862,760.7002,2862.619219,8.08068794e-05
1863,761.1385,2862.858329,9.07872071e-05
1864,761.5324,2862.432983,1.20586448e-04
1865,761.9310,2862.689201,9.00199039e-05
1866,762.3627,2864.071809,3.95039596e-05
1867,762.7466,2861.654963,2.09900632e-04
1868,763.1278,2862.457899,6.55008487e-05
1869,763.5525,2863.319904,6.28518112e-05
1870,763.9648,2862.051942,1.58375815e-04
1871,764.3888,2863.198469,5.00916306e-05
1872,764.7403,2862.147411,1.48648199e-04
1873,765.1512,2862.624805,8.01006960e-05
1874,765.5885,2862.841628,9.17867072e-05
1875,765.9884,2862.414340,1.20673532e-04
1876,766.4491,2862.600719,9.31520541e-05
1877,766.8458,2862.658783,9.89066600e-05
1878,767.2167,2863.057466,8.36306860e-05
1879,767.6223,2862.205040,1.39740032e-04
1880,768.0076,2863.884386,2.61959155e-05
1881,768.4202,2861.688138,2.00007330e-04
1882,768.8092,2861.181296,1.24241361e-04
1883,769.1990,2862.324978,5.02192143e-05
1884,769.5983,2862.590359,8.96089711e-05
1885,770.0272,2864.645307,9.35105821e-06
1886,770.4173,2861.751179,2.31305607e-04
1887,770.8134,2862.558083,6.53229377e-05
1888,771.2312,2863.067802,7.86509795e-05
1889,771.6493,2862.077360,1.45929744e-04
1890,772.0496,2862.585869,7.87052437e-05
1891,772.4290,2864.477708,1.66660969e-05
1892,772.8315,2861.741307,2.24231933e-04
1893,773.2188,2862.503332,6.73356569e-05
1894,773.6598,2863.014207,7.85991234e-05
1895,774.0630,2862.241110,1.36182302e-04
1896,774.4685,2862.751842,7.86055395e-05
1897,774.9150,2863.571055,6.47709045e-05
1898,775.3206,2861.777001,1.81969862e-04
1899,775.7459,2862.328080,7.67960738e-05
1900,776.1378,2862.666015,8.63550808e-05
1901,776.5333,2862.506018,1.08686179e-04
1902,776.9520,2862.547913,9.96318175e-05
1903,777.2957,2862.700268,9.46779227e-05
1904,777.7005,2862.539782,1.08708149e-04
1905,778.1323,2862.912027,8.48163611e-05
1906,778.5270,2862.416436,1.23736792e-04
1907,778.9124,2862.824274,8.32200954e-05
1908,779.3405,2862.964512,9.52213687e-05
1909,779.7369,2862.342595,1.29402206e-04
1910,780.1681,2862.308543,1.03037856e-04
1911,780.5587,2862.638861,8.66967251e-05
1912,780.9518,2862.671502,1.00046831e-04
1913,781.3729,2864.512289,1.89556371e-05
1914,781.7698,2861.761718,2.24867438e-04
1915,782.1807,2862.569289,6.52929863e-05
1916,782.5625,2863.227902,7.19734487e-05
1917,782.9636,2861.922579,1.60051423e-04
1918,783.3994,2861.804392,1.06811084e-04
1919,783.7858,2862.566574,6.73285945e-05
1920,784.1983,2862.537534,1.02813064e-04
1921,784.6357,2863.230018,7.04544344e-05
1922,785.0448,2862.151956,1.49859264e-04
1923,785.4382,2862.611516,8.09005011e-05
1924,785.8833,2862.904137,8.83873267e-05
1925,786.2386,2862.425555,1.22973978e-04
1926,786.6333,2862.689806,8.96596326e-05
1927,787.0569,2864.150486,3.60025936e-05
1928,787.4012,2861.618729,2.15054137e-04
1929,787.7980,2862.481479,6.28183707e-05
1930,788.2331,2863.676989,4.78948075e-05
1931,788.6325,2861.820547,1.84767853e-04
1932,789.0286,2862.528898,6.97427899e-05
1933,789.4515,2863.474414,5.91064755e-05
1934,789.8349,2861.946917,1.70015395e-04
1935,790.1873,2862.667874,6.91774588e-05
1936,790.6458,2863.994357,4.20210280e-05
1937,791.0313,2861.732077,2.02968666e-04
1938,791.4641,2861.052231,1.32000207e-04
1939,791.8526,2862.281219,4.63934583e-05
1940,792.2456,2862.719572,8.18515883e-05
1941,792.6813,2863.696427,5.77009995e-05
1942,793.0978,2861.853879,1.84144704e-04
1943,793.4795,2862.637643,6.63606806e-05
1944,793.8956,2864.031585,3.89956590e-05
1945,794.2941,2861.720788,2.05144549e-04
1946,794.7003,2862.584541,6.27734028e-05
1947,795.1462,2864.343331,2.26330273e-05
1948,795.5402,2861.541424,2.27169727e-04
1949,795.8914,2862.514248,5.78817905e-05
1950,796.2815,2863.710693,4.78529237e-05
1951,796.6795,2861.764854,1.88777055e-04
1952,797.0787,2862.443634,7.10690154e-05
1953,797.4780,2862.858124,8.29217532e-05
1954,797.8783,2862.454853,1.19596489e-04
1955,798.3268,2862.399166,1.04008120e-04
1956,798.7295,2862.811417,8.30221963e-05
1957,799.1680,2862.926132,9.63659905e-05
1958,799.5734,2862.337801,1.27895986e-04
1959,800.0182,2864.186714,1.85912086e-05
1960,800.4335,2861.702978,2.12900508e-04
1961,800.8610,2861.217994,1.23261114e-04
1962,801.2513,2862.371487,4.97791827e-05
1963,801.6956,2863.305763,5.96106251e-05
1964,802.0850,2862.045984,1.58008831e-04
1965,802.4959,2862.727923,7.09273030e-05
1966,802.9191,2863.398557,7.14343590e-05
1967,803.3324,2862.100995,1.59703311e-04
1968,803.7363,2862.672302,7.58888983e-05
1969,804.1854,2864.575658,1.61495944e-05
1970,804.5898,2861.672603,2.31706010e-04
1971,804.9895,2862.488464,6.49212126e-05
1972,805.4254,2864.204916,2.45318203e-05
1973,805.8329,2861.636094,2.16716387e-04
1974,806.2287,2862.520228,6.18593400e-05
1975,806.6803,2864.221796,2.51992967e-05
1976,807.0795,2861.514406,2.22930860e-04
1977,807.5097,2860.973224,1.25781440e-04
1978,807.8991,2862.104984,5.07538878e-05
1979,808.3309,2863.454853,4.09721994e-05
1980,808.7296,2861.977280,1.67776419e-04
1981,809.1080,2861.852248,1.07118093e-04
1982,809.5010,2862.697577,6.35996658e-05
1983,809.9133,2862.598761,1.05942349e-04
1984,810.3348,2862.663406,9.86115205e-05
1985,810.6959,2862.535655,1.07240041e-04
1986,811.1185,2862.739881,9.23516527e-05
1987,811.5502,2864.222349,3.50254220e-05
1988,811.9668,2861.574425,2.20263938e-04
1989,812.3722,2862.509024,5.95961344e-05
1990,812.8313,2863.503866,5.68943185e-05
1991,813.1757,2861.976354,1.70016068e-04
1992,813.6127,2862.170415,9.28075154e-05
1993,813.9968,2862.535019,8.51590559e-05
1994,814.3950,2862.659169,9.59428661e-05
1995,814.8119,2863.348406,7.05999831e-05
1996,815.2134,2861.923093,1.65432682e-04
1997,815.6105,2862.581142,7.19987239e-05
1998,816.0686,2864.263315,2.60691645e-05
1999,816.4792,2861.677310,2.17486982e-04
2000,816.9341,2862.267983,7.50204089e-05
2001,817.3436,2862.707142,8.18154432e-05
2002,817.7845,2863.918744,4.71731343e-05
2003,818.1962,2861.685215,2.01679314e-04
2004,818.5995,2862.461108,6.67136818e-05
2005,819.0436,2864.361545,1.62804961e-05
2006,819.4317,2861.676406,2.21932952e-04
2007,819.8294,2862.572908,6.13046812e-05
2008,820.2602,2863.241104,7.15436493e-05
2009,820.6493,2862.027740,1.55927257e-04
2010,820.9917,2862.530409,7.89671587e-05
2011,821.3772,2862.992981,8.07654219e-05
2012,821.7840,2862.343748,1.30627271e-04
2013,822.1821,2862.840400,7.92369841e-05
2014,822.5995,2863.161162,8.71252694e-05
2015,823.0077,2862.110749,1.48619310e-04
2016,823.4103,2862.767733,7.20464681e-05
2017,823.8616,2863.710927,5.92106405e-05
2018,824.2613,2861.892457,1.83064838e-04
2019,824.6011,2862.627068,6.85650979e-05
2020,824.9952,2863.017114,8.40180771e-05
2021,825.3835,2862.345421,1.31634552e-04
2022,825.7779,2862.771319,8.24101428e-05
2023,826.2283,2864.018204,4.55908166e-05
2024,826.6286,2861.691442,2.05860582e-04
2025,827.0833,2860.974978,1.33642430e-04
2026,827.5024,2862.189163,4.70573101e-05
2027,827.9491,2863.066049,6.21843829e-05
2028,828.3658,2862.254029,1.37927923e-04
2029,828.8019,2862.205184,1.03701258e-04
2030,829.1572,2862.741209,7.74712234e-05
2031,829.5475,2862.671850,1.04621286e-04
2032,830.0001,2863.029265,8.54814917e-05
2033,830.4047,2862.321100,1.33270225e-04
2034,830.8074,2862.701259,8.44614550e-05
2035,831.2277,2862.927535,9.13627567e-05
2036,831.6357,2862.316165,1.28929203e-04
2037,832.0503,2862.762394,8.14983902e-05
2038,832.4964,2863.102041,8.62783141e-05
2039,832.8932,2862.183760,1.42693466e-04
2040,833.2897,2862.731223,7.69582123e-05
2041,833.7298,2862.946324,9.18639223e-05
2042,834.1310,2862.416818,1.25257817e-04
2043,834.5771,2863.456922,5.48644739e-05
2044,834.9836,2861.887497,1.71895751e-04
2045,835.4173,2861.920170,1.00045364e-04
2046,835.8321,2862.645174,6.89959717e-05
2047,836.2806,2864.361626,2.45318203e-05
2048,836.6762,2861.728116,2.19617504e-04
2049,837.0208,2862.496569,6.70473316e-05
2050,837.4599,2863.536022,5.48936426e-05
2051,837.8725,2862.081048,1.66762926e-04
2052,838.3120,2862.497727,8.28235980e-05
2053,838.7080,2862.702028,9.23482783e-05
2054,839.1075,2862.574162,1.07245191e-04
2055,839.5642,2863.208683,7.30539002e-05
2056,839.9650,2862.071393,1.52515515e-04
2057,840.4000,2863.604597,3.27500520e-05
2058,840.8148,2861.940941,1.76121803e-04
2059,841.2092,2862.550443,7.41759346e-05
2060,841.6442,2862.939517,8.40616488e-05
2061,842.0435,2862.414530,1.25055153e-04
2062,842.4311,2862.712480,8.81483333e-05
2063,842.8791,2862.790660,9.80044812e-05
2064,843.2753,2862.528734,1.13257453e-04
2065,843.6963,2863.462667,5.96259677e-05
2066,844.0361,2861.941600,1.69727023e-04
2067,844.4775,2862.311108,8.49391269e-05
2068,844.9066,2863.774950,3.58607740e-05
2069,845.2969,2861.735450,1.92977530e-04
2070,845.6902,2862.498433,6.72926866e-05
2071,846.1239,2863.352343,6.32148427e-05
2072,846.5301,2862.095135,1.57893526e-04
2073,846.9571,2863.127527,5.52103380e-05
2074,847.3469,2862.132570,1.46132190e-04
2075,847.7405,2862.745340,7.40293890e-05
2076,848.1662,2863.034958,8.85220211e-05
2077,848.5740,2862.208565,1.38572467e-04
2078,848.9242,2862.790330,7.54198975e-05
2079,849.3542,2864.547905,2.26875525e-05
2080,849.7615,2861.604673,2.33507830e-04
2081,850.1481,2862.336119,6.87070325e-05
2082,850.5945,2863.067879,6.86929596e-05
2083,850.9977,2862.210448,1.39964475e-04
2084,851.3850,2862.680591,8.04258710e-05
2085,851.8160,2862.802565,9.60404445e-05
2086,852.2245,2862.425215,1.18433948e-04
2087,852.6186,2862.701298,8.91290433e-05
2088,853.0689,2862.870093,9.39406436e-05
2089,853.4155,2862.342583,1.25168255e-04
2090,853.7971,2862.712684,8.49125644e-05
2091,854.2411,2864.661059,1.41305990e-05
2092,854.6432,2861.766366,2.31330951e-04
2093,855.0388,2862.628153,6.28615567e-05
2094,855.4860,2864.342830,2.46113990e-05
2095,855.8905,2861.621854,2.23540159e-04
2096,856.3233,2862.182010,7.63890069e-05
2097,856.7273,2862.697964,7.83713455e-05
2098,857.1287,2862.518307,1.09567880e-04
2099,857.5618,2863.515607,5.67841188e-05
2100,857.9618,2861.909888,1.73523461e-04
2101,858.3601,2862.728445,6.48003170e-05
2102,858.7906,2863.273252,7.70773469e-05
2103,859.1964,2862.050482,1.56349099e-04
2104,859.5948,2862.546316,7.92737100e-05
2105,860.0316,2864.085524,3.24807744e-05
2106,860.4254,2861.675168,2.09609572e-04
2107,860.8705,2862.245622,7.59271470e-05
2108,861.2855,2862.714478,8.04836218e-05
2109,861.6972,2862.549930,1.08890264e-04
2110,862.0921,2863.088576,7.73536845e-05
2111,862.4874,2862.172557,1.42592043e-04
2112,862.8777,2862.549595,8.46013964e-05
2113,863.3083,2864.387944,1.90649906e-05
2114,863.7096,2861.526623,2.29834321e-04
2115,864.1064,2862.458982,5.96965548e-05
2116,864.5318,2863.573706,5.15179124e-05
2117,864.9269,2861.917599,1.75783237e-04
2118,865.3180,2862.482322,7.61841877e-05
2119,865.7618,2863.250004,6.70819492e-05
2120,866.1103,2862.000651,1.57541276e-04
2121,866.5160,2862.743472,6.81968875e-05
2122,866.9313,2863.219652,8.01551430e-05
2123,867.3366,2862.108125,1.51360102e-04
2124,867.7254,2862.611154,7.89510166e-05
2125,868.1470,2864.696896,7.96999511e-06
2126,868.5457,2861.767998,2.32864987e-04
2127,868.9484,2862.654864,6.17367935e-05
2128,869.3927,2863.964211,4.27895119e-05
2129,869.7940,2861.835940,1.96958726e-04
2130,870.1779,2861.542258,1.14681658e-04
2131,870.5775,2862.522578,5.75456254e-05
2132,870.9721,2863.733414,4.72075271e-05
2133,871.3236,2861.820030,1.87321520e-04
2134,871.7789,2861.728022,1.05637045e-04
2135,872.1921,2862.585327,6.30625570e-05
2136,872.5789,2862.609373,1.00432278e-04
2137,873.0039,2863.862835,4.52958306e-05
2138,873.3955,2861.682419,1.99297295e-04
2139,873.8006,2862.614233,5.97210090e-05
2140,874.1870,2863.380547,6.71432596e-05
2141,874.5395,2861.944791,1.65901046e-04
2142,874.9332,2862.671006,6.89416301e-05
2143,875.3202,2864.089288,3.79040180e-05
2144,875.6803,2861.625744,2.11994930e-04
2145,876.0810,2862.488287,6.28276405e-05
2146,876.4589,2863.468277,5.75604472e-05
2147,876.8530,2861.856508,1.73794795e-04
2148,877.2298,2862.560155,6.99537573e-05
2149,877.6619,2863.118561,7.64674772e-05
2150,878.0604,2862.188956,1.43201348e-04
2151,878.5107,2862.153338,1.03108040e-04
2152,878.9129,2862.799846,7.25163359e-05
2153,879.3295,2862.633444,1.08973434e-04
2154,879.7568,2862.605292,1.02773241e-04
2155,880.1060,2862.537903,1.04532950e-04
2156,880.5476,2864.385010,1.86722425e-05
2157,880.9439,2861.666502,2.23429436e-04
2158,881.3379,2862.519910,6.32373356e-05
2159,881.8002,2863.943436,3.76688789e-05
2160,882.2131,2861.724943,2.01004969e-04
2161,882.6467,2861.947299,9.15385169e-05
2162,883.0422,2862.708354,6.73791538e-05
2163,883.4261,2862.528034,1.09597638e-04
2164,883.8841,2863.383520,6.31441159e-05
2165,884.2999,2862.138904,1.57328865e-04
2166,884.6962,2862.601604,8.07596659e-05
2167,885.1405,2863.725943,5.10867060e-05
2168,885.5452,2861.866867,1.84885911e-04
2169,885.9489,2862.719247,6.32834460e-05
2170,886.3867,2863.275988,7.65421690e-05
2171,886.7431,2861.975069,1.59853883e-04
2172,887.1735,2861.848162,1.07202190e-04
2173,887.5775,2862.625538,6.66471483e-05
2174,888.0323,2864.249748,2.86686886e-05
2175,888.4312,2861.536064,2.23213119e-04
2176,888.8783,2860.984957,1.26226540e-04
2177,889.2924,2862.272646,4.37608294e-05
2178,889.6758,2863.030631,6.75168501e-05
2179,890.0631,2862.271175,1.35570516e-04
2180,890.4799,2862.595837,8.69503771e-05
2181,890.9245,2864.355099,2.26118715e-05
2182,891.2715,2861.514310,2.28913492e-04
2183,891.6765,2862.353300,6.38839407e-05
2184,892.1108,2863.741516,3.92524490e-05
2185,892.4696,2861.829434,1.87263123e-04
2186,892.8637,2862.555018,6.89699502e-05
2187,893.2913,2864.347850,2.11063094e-05
2188,893.6801,2861.621092,2.23799474e-04
2189,894.1148,2861.335862,1.14302599e-04
2190,894.5172,2862.474727,5.04352339e-05
2191,894.8687,2862.695111,9.16269972e-05
2192,895.3151,2862.859394,9.41429962e-05
2193,895.7259,2862.460154,1.19415684e-04
2194,896.1156,2862.670968,9.20561478e-05
2195,896.5616,2863.021472,8.57914354e-05
2196,896.9596,2862.216477,1.37612829e-04
2197,897.3506,2862.634176,8.27778571e-05
2198,897.7932,2863.242624,7.42232195e-05
2199,898.2114,2862.189075,1.48759933e-04
2200,898.6102,2862.636021,8.14662318e-05
2201,899.0472,2863.694111,5.40578073e-05
2202,899.4631,2861.820487,1.85538381e-04
2203,899.8916,2861.307994,1.24494808e-04
2204,900.2991,2862.360541,5.43064037e-05
2205,900.7511,2863.505832,5.01470402e-05
2206,901.1506,2861.885125,1.74195648e-04
2207,901.5457,2862.608107,6.90866538e-05
2208,901.9855,2863.933060,4.20895977e-05
2209,902.4020,2861.749226,1.99450587e-04
2210,902.8282,2861.344509,1.19661327e-04
2211,903.2303,2862.373596,5.53585437e-05
2212,903.6476,2862.648858,8.91658372e-05
2213,904.0994,2863.478147,6.43189920e-05
2214,904.5188,2861.743229,1.79317743e-04
2215,904.9245,2862.545848,6.55150908e-05
2216,905.3590,2863.223526,7.11184371e-05
2217,905.7488,2862.100755,1.51864330e-04
2218,906.1900,2861.992909,1.06347374e-04
2219,906.5276,2862.651332,7.19819243e-05
2220,906.9213,2864.011978,4.04888868e-05
2221,907.3115,2861.640751,2.07854709e-04
2222,907.7240,2862.502777,6.28508638e-05
2223,908.1457,2863.650514,5.00373559e-05
2224,908.5095,2861.620024,1.92573459e-04
2225,908.9104,2862.503402,6.18932226e-05
2226,909.3405,2863.231112,6.88746103e-05
2227,909.6826,2862.050818,1.54444124e-04
2228,910.0348,2862.761497,6.96384100e-05
2229,910.4590,2863.079358,8.72553648e-05
2230,910.8591,2862.189414,1.41422616e-04
2231,911.2657,2862.698207,7.86925119e-05
2232,911.7083,2863.137282,8.18192071e-05
2233,912.1108,2862.093948,1.48301803e-04
2234,912.5398,2863.253605,4.95027776e-05
2235,912.9658,2862.156327,1.50721052e-04
2236,913.3671,2862.739715,7.53471142e-05
2237,913.7895,2864.393304,2.73510415e-05
2238,914.1761,2861.570418,2.28110576e-04
2239,914.5821,2862.476039,6.08957021e-05
2240,915.0241,2863.396394,6.02349352e-05
2241,915.4199,2861.918384,1.67795982e-04
2242,915.8145,2862.605636,7.06890342e-05
2243,916.2455,2864.464428,1.81481875e-05
2244,916.6344,2861.716178,2.24763345e-04
2245,917.0316,2862.506579,6.60630279e-05
2246,917.4705,2863.386728,6.20380938e-05
2247,917.8621,2862.079697,1.60127998e-04
2248,918.2585,2862.765159,7.07692926e-05
2249,918.7039,2864.568489,2.06355425e-05
2250,919.0900,2861.646835,2.32540097e-04
2251,919.5063,2862.417183,6.69623958e-05
2252,919.9019,2863.266323,6.34287300e-05
2253,920.2930,2862.103054,1.53680581e-04
2254,920.7191,2863.779312,2.63344228e-05
2255,921.1198,2861.799866,1.90284250e-04
2256,921.5127,2862.584802,6.63081525e-05
2257,921.9411,2863.193630,7.42061689e-05
2258,922.3388,2862.215544,1.45375576e-04
2259,922.7762,2863.356202,5.03548420e-05
2260,923.1728,2861.967103,1.63808541e-04
2261,923.5727,2862.727643,6.74022798e-05
2262,924.0172,2863.345355,7.38077351e-05
2263,924.4341,2861.994073,1.62112537e-04
2264,924.8503,2861.807846,1.09862559e-04
2265,925.2084,2862.503161,7.03274199e-05
2266,925.6014,2862.619667,9.62857056e-05
2267,926.0408,2863.502451,6.19198718e-05
2268,926.4381,2861.836176,1.76239241e-04
2269,926.8504,2862.505966,7.14721829e-05
2270,927.2733,2863.933740,3.74783399e-05
2271,927.6583,2861.731082,2.00294791e-04
2272,928.0761,2862.561938,6.42487282e-05
2273,928.5132,2864.376591,2.01277328e-05
2274,928.9016,2861.713082,2.20962879e-04
2275,929.3001,2862.563013,6.33932624e-05
2276,929.7297,2863.350874,6.61769843e-05
2277,930.1236,2861.804038,1.70882702e-04
2278,930.5265,2862.598367,6.58868900e-05
2279,930.9160,2862.935512,8.63904835e-05
2280,931.3207,2862.357760,1.27421532e-04
2281,931.7261,2862.713748,8.55454913e-05
2282,932.1734,2862.841155,9.57967702e-05
2283,932.5176,2862.468102,1.18241272e-04
2284,932.9586,2864.531754,8.96069796e-06
2285,933.3584,2861.739748,2.26725661e-04
2286,933.7979,2860.896262,1.39339107e-04
2287,934.1923,2862.075704,4.86154476e-05
2288,934.6271,2863.979393,1.61346417e-05
2289,935.0250,2861.626448,2.07034843e-04
2290,935.4083,2862.605235,5.76143635e-05
2291,935.8496,2863.084784,8.00040431e-05
2292,936.2564,2862.164398,1.42787865e-04
2293,936.7128,2862.584566,8.26671545e-05
2294,937.1184,2862.581390,1.01653115e-04
2295,937.5150,2862.585804,1.01312719e-04
2296,937.9466,2864.233068,2.76347293e-05
2297,938.3447,2861.664840,2.16689802e-04
2298,938.7251,2862.481486,6.48860149e-05
2299,939.1722,2864.034472,3.18628519e-05
2300,939.5724,2861.761417,2.03451932e-04
2301,939.9704,2862.558154,6.57788894e-05
2302,940.3993,2863.485629,5.99156144e-05
2303,940.8058,2861.927402,1.71393570e-04
2304,941.2058,2862.670499,6.81844841e-05
2305,941.6615,2864.215386,3.22261121e-05
2306,942.0679,2861.520492,2.22370429e-04
2307,942.4620,2862.428197,6.08022573e-05
2308,942.8916,2863.343278,6.04714255e-05
2309,943.2780,2862.062822,1.58936196e-04
2310,943.6795,2862.575503,7.85181089e-05
2311,944.1248,2862.891210,8.73519986e-05
2312,944.5211,2862.604929,1.14349740e-04
2313,944.9215,2862.690985,9.76512791e-05
2314,945.3354,2862.748587,9.89273753e-05
2315,945.7254,2862.489000,1.13152583e-04
2316,946.0771,2862.684700,9.27339792e-05
2317,946.5263,2863.707048,5.56607748e-05
2318,946.9327,2861.798721,1.87094734e-04
2319,947.3244,2862.585418,6.62291687e-05
2320,947.7680,2862.987724,8.34682096e-05
2321,948.1596,2862.267585,1.33807217e-04
2322,948.5826,2862.713443,8.15150143e-05
2323,949.0270,2864.187153,3.54182458e-05
2324,949.3752,2861.706514,2.12761583e-04
2325,949.7720,2862.561852,6.31507526e-05
2326,950.2090,2862.926131,8.51736560e-05
2327,950.5922,2862.350612,1.27321379e-04
2328,950.9903,2862.631180,8.89278588e-05
2329,951.4237,2864.328983,2.53681739e-05
2330,951.8230,2861.577653,2.24901470e-04
2331,952.2236,2862.468779,6.15457599e-05
2332,952.6616,2864.059272,3.01807719e-05
2333,953.0555,2861.604274,2.11611656e-04
2334,953.4486,2862.469484,6.27080256e-05
2335,953.8981,2863.993921,3.31432414e-05
2336,954.3093,2861.576005,2.09948651e-04
2337,954.7588,2861.974408,8.36432075e-05
2338,955.1497,2862.622612,7.24402510e-05
2339,955.5836,2863.627342,5.64509061e-05
2340,955.9765,2861.868783,1.80377984e-04
2341,956.4270,2863.141623,4.44267905e-05
2342,956.8434,2862.091536,1.48604658e-04
2343,957.2597,2862.630012,7.73612639e-05
2344,957.6907,2862.997404,8.50340531e-05
2345,958.0393,2862.269092,1.34173800e-04
2346,958.4667,2862.332484,9.86677094e-05
2347,958.8744,2862.747849,8.28825430e-05
2348,959.2245,2862.397561,1.17220271e-04
2349,959.6422,2863.229511,6.41996704e-05
2350,960.0365,2862.080729,1.53030921e-04
2351,960.4450,2862.680619,7.46070305e-05
2352,960.8947,2863.093308,8.30025202e-05
2353,961.3017,2862.188040,1.42109881e-04
2354,961.7451,2863.914891,2.40654318e-05
2355,962.1611,2861.683138,2.01599636e-04
2356,962.5608,2862.740913,5.40719602e-05
2357,962.9540,2864.096240,4.07274187e-05
2358,963.3611,2861.574142,2.14620949e-04
2359,963.8115,2861.324778,1.12694081e-04
2360,964.1751,2862.283830,5.84994235e-05
2361,964.6242,2863.630104,4.11334449e-05
2362,965.0445,2861.932269,1.77654673e-04
2363,965.4590,2862.630324,7.02045415e-05
2364,965.8945,2863.734095,5.20091335e-05
2365,966.2924,2861.863581,1.85398878e-04
2366,966.6935,2862.669216,6.53798347e-05
2367,967.0661,2864.152695,3.49801353e-05
2368,967.4734,2861.616910,2.15234758e-04
2369,967.8746,2862.395121,6.66097396e-05
2370,968.3207,2864.279652,1.69938248e-05
2371,968.7162,2861.680768,2.18064648e-04
2372,969.1163,2862.493873,6.50447896e-05
2373,969.5550,2864.095242,2.96930251e-05
2374,969.9538,2861.697887,2.09026524e-04
2375,970.3535,2862.499570,6.55570431e-05
2376,970.7813,2862.968075,8.04993701e-05
2377,971.1873,2862.142274,1.38545920e-04
2378,971.6150,2863.197205,5.41995146e-05
2379,972.0106,2862.195966,1.46413940e-04
2380,972.4141,2862.576364,8.44507049e-05
2381,972.8543,2863.573403,5.67958058e-05
2382,973.2538,2861.939087,1.74805993e-04
2383,973.6439,2862.621699,7.08971511e-05
2384,974.0944,2863.233040,7.40934566e-05
2385,974.5023,2862.145254,1.50295349e-04
2386,974.9472,2863.699696,3.17975875e-05
2387,975.3408,2861.843324,1.84764700e-04
2388,975.7344,2862.485526,7.27093970e-05
2389,976.1706,2863.000215,7.84280957e-05
2390,976.5766,2862.439555,1.26655020e-04
2391,976.9897,2862.798411,8.54168183e-05
2392,977.4288,2863.565868,6.70920139e-05
2393,977.8221,2861.958764,1.73585584e-04
2394,978.2125,2862.624695,7.16452368e-05
2395,978.6354,2863.771505,5.00789308e-05
2396,979.0276,2861.633857,1.97379253e-04
2397,979.3789,2862.484764,6.33494887e-05
2398,979.8201,2864.000921,3.35145605e-05
2399,980.2123,2861.678152,2.05681514e-04
2400,980.5952,2862.579965,6.10664888e-05
2401,981.0384,2864.384084,2.06001467e-05
2402,981.4468,2861.640790,2.24541068e-04
2403,981.8303,2862.544919,6.09625924e-05
2404,982.2759,2863.709618,4.92766679e-05
2405,982.6576,2861.907441,1.82334145e-04
2406,983.0871,2861.524536,1.18683080e-04
2407,983.4329,2862.516685,5.70151110e-05
2408,983.8340,2862.737547,9.16055550e-05
2409,984.2857,2862.828178,9.74461131e-05
2410,984.6898,2862.361630,1.22434305e-04
2411,985.0901,2862.675092,8.74526248e-05
2412,985.5163,2863.013481,8.63347568e-05
2413,985.9050,2862.375999,1.30100269e-04
2414,986.3169,2862.627622,9.02259967e-05
2415,986.7746,2864.085873,3.61115034e-05
2416,987.1704,2861.568966,2.14388125e-04
2417,987.5714,2862.499616,5.97732046e-05
2418,988.0028,2863.941472,3.68468299e-05
2419,988.3913,2861.608807,2.06125280e-04
2420,988.7903,2862.491502,6.19239059e-05
2421,989.2360,2863.064998,7.57907262e-05
2422,989.6246,2862.249154,1.38099403e-04
2423,990.0220,2862.595259,8.59887043e-05
2424,990.4719,2863.004189,8.31711015e-05
2425,990.8676,2862.448496,1.26432261e-04
2426,991.2685,2862.542331,9.73024042e-05
2427,991.6911,2862.681474,9.52704713e-05
2428,992.0866,2862.435140,1.12558204e-04
2429,992.5038,2862.810489,8.46771480e-05
2430,992.9548,2862.954115,9.50693996e-05
2431,993.3553,2862.334883,1.29281827e-04
2432,993.7538,2862.638219,8.79067648e-05
2433,994.1462,2863.750257,5.16383582e-05
