# self-oscillation statistics, 2026-07-10T14:34:53, gain=2.3, f_star_MHz=2867.90000, R0_V=1.01510696e-04, D_V_per_MHz=1.03149662e-04
cycle,t_s,f_MHz,R_V
605,247.3737,2862.980395,7.69336053e-05
606,247.7737,2862.356432,1.29493984e-04
607,248.1708,2862.759727,8.34238586e-05
608,248.5907,2863.505052,6.80845848e-05
609,249.0041,2861.992291,1.69354530e-04
610,249.4036,2862.755687,6.72741466e-05
611,249.8397,2864.446376,2.56872399e-05
612,250.2357,2861.708922,2.24279138e-04
613,250.5798,2862.468176,6.74599010e-05
614,251.0182,2863.591208,5.11453259e-05
615,251.4228,2861.977924,1.73862736e-04
616,251.8180,2862.620589,7.26886879e-05
617,252.2414,2863.031738,8.30716218e-05
618,252.6400,2862.272081,1.35579553e-04
619,253.0046,2862.845337,7.58014827e-05
620,253.4391,2864.222933,3.97287000e-05
621,253.8400,2861.659678,2.16466716e-04
622,254.2864,2860.952599,1.33221586e-04
623,254.6889,2862.073217,5.12535597e-05
624,255.1233,2862.901472,6.43653652e-05
625,255.5386,2862.333351,1.26989617e-04
626,255.9711,2862.947367,7.39735025e-05
627,256.3576,2862.404039,1.25877703e-04
628,256.8056,2863.543328,5.04162054e-05
629,257.2035,2861.959536,1.72540108e-04
630,257.6058,2862.696873,6.84428398e-05
631,258.0556,2863.379448,7.08988064e-05
632,258.4199,2861.962802,1.65043983e-04
633,258.7638,2862.799236,6.39985831e-05
634,259.2061,2864.056763,4.51134991e-05
635,259.6068,2861.649528,2.09469587e-04
636,260.0043,2862.507617,6.30273932e-05
637,260.4402,2863.492134,5.73574060e-05
638,260.8004,2861.938725,1.71177496e-04
639,261.2045,2862.679445,6.82911329e-05
640,261.6240,2863.832294,4.98080876e-05
641,262.0240,2861.761250,1.94392202e-04
642,262.4380,2862.533312,6.68854896e-05
643,262.8698,2862.948003,8.29127926e-05
644,263.2174,2862.354584,1.28124178e-04
645,263.6230,2862.652390,8.81547845e-05
646,264.0149,2862.905250,9.01704771e-05
647,264.4054,2862.432657,1.22705427e-04
648,264.8546,2863.297856,6.27085171e-05
649,265.2499,2861.988261,1.60243004e-04
650,265.6560,2862.758350,6.69739643e-05
651,266.1004,2864.178602,3.78156887e-05
652,266.4908,2861.652943,2.14780665e-04
653,266.8917,2862.527578,6.22853508e-05
654,267.3235,2864.330926,2.06346964e-05
655,267.7358,2861.667641,2.20952858e-04
656,268.1680,2861.380938,1.14368667e-04
657,268.5653,2862.514711,5.06636002e-05
658,268.9562,2862.584194,9.83945623e-05
659,269.3911,2863.225089,7.27680084e-05
660,269.7917,2862.013614,1.55842572e-04
661,270.1909,2862.616068,7.44920249e-05
662,270.6232,2864.376947,2.25393616e-05
663,271.0227,2861.637394,2.24373279e-04
664,271.4372,2862.389204,6.77937483e-05
665,271.8166,2862.871557,7.98783020e-05
666,272.2163,2862.481880,1.18986811e-04
667,272.6085,2862.675051,9.28474000e-05
668,273.0008,2862.993114,8.72463100e-05
669,273.4014,2862.312533,1.32033174e-04
670,273.8017,2862.739083,8.23809081e-05
671,274.2360,2864.321225,3.05553347e-05
672,274.6213,2861.643827,2.21585775e-04
673,275.0052,2862.545893,6.10551011e-05
674,275.4431,2864.156836,2.92636660e-05
675,275.8348,2861.525992,2.19497943e-04
676,276.2353,2862.482214,5.86263727e-05
677,276.6738,2863.514250,5.52262523e-05
678,277.0707,2861.890184,1.74346296e-04
679,277.4727,2862.678554,6.61541284e-05
680,277.9067,2862.972748,8.83167714e-05
681,278.3035,2862.325767,1.30526316e-04
682,278.7013,2862.776117,8.13135251e-05
683,279.1230,2864.626589,1.85213308e-05
684,279.5176,2861.634185,2.35713052e-04
685,279.9398,2860.884019,1.35153893e-04
686,280.3496,2862.122951,4.59474701e-05
687,280.7400,2862.610182,7.96595323e-05
688,281.1668,2863.806129,4.78752653e-05
689,281.5699,2861.816334,1.90748366e-04
690,282.0052,2861.290884,1.25075928e-04
691,282.4018,2862.438571,5.00395928e-05
692,282.7999,2862.725941,8.86227870e-05
693,283.2284,2863.450550,6.90137041e-05
694,283.6368,2862.015554,1.65866908e-04
695,284.0651,2862.731816,6.93880195e-05
696,284.4670,2862.705356,1.02697368e-04
697,284.8550,2864.262038,3.16971130e-05
698,285.2059,2861.568155,2.22325077e-04
699,285.6386,2861.418686,1.08214043e-04
700,286.0752,2860.962911,1.21951167e-04
701,286.4734,2862.099521,5.05363468e-05
702,286.9067,2863.219671,5.12746007e-05
703,287.3102,2862.111844,1.51194149e-04
704,287.7156,2862.757239,7.25662147e-05
705,288.1429,2864.347336,3.01985417e-05
706,288.5510,2861.647261,2.22602790e-04
707,288.9450,2862.421673,6.67801161e-05
708,289.3388,2863.578564,4.96268509e-05
709,289.7541,2861.992340,1.72649128e-04
710,290.1726,2861.807441,1.09802995e-04
711,290.5719,2862.457268,7.23674807e-05
712,291.0158,2863.221821,6.72222627e-05
713,291.4218,2862.153930,1.49403124e-04
714,291.8102,2862.655651,7.90096878e-05
715,292.2531,2863.976514,4.22730560e-05
716,292.6699,2861.706522,2.03314536e-04
717,293.0696,2862.551622,6.36099276e-05
718,293.5013,2863.914890,4.03712942e-05
719,293.8991,2861.555982,2.07302244e-04
720,294.2958,2862.605079,5.44611489e-05
721,294.6764,2864.332323,2.40478159e-05
722,295.0733,2861.675822,2.20648567e-04
723,295.4743,2862.534299,6.30099945e-05
724,295.8967,2863.745861,4.71749578e-05
725,296.3029,2861.684336,1.93965310e-04
726,296.7118,2862.587625,6.10003097e-05
727,297.1345,2863.631067,5.47147276e-05
728,297.5339,2861.890250,1.79582274e-04
729,297.9254,2862.802041,6.06190265e-05
730,298.3518,2863.514161,6.95737355e-05
731,298.7540,2861.850963,1.76101258e-04
732,299.1577,2862.598521,6.79844871e-05
733,299.5868,2862.996036,8.36830532e-05
734,299.9926,2862.288711,1.33232577e-04
735,300.3963,2862.634875,8.59860570e-05
736,300.8248,2863.140833,7.88196636e-05
737,301.2026,2862.224804,1.42592438e-04
738,301.6012,2862.836345,7.40845388e-05
739,302.0522,2864.715513,1.72343617e-05
740,302.4374,2861.759284,2.34090716e-04
741,302.8288,2862.542273,6.63954435e-05
742,303.2687,2863.054342,7.85455669e-05
743,303.6057,2862.286594,1.35942417e-04
744,304.0033,2862.839588,7.67102064e-05
745,304.4270,2863.231591,8.39302850e-05
746,304.8257,2862.021625,1.55774869e-04
747,305.2623,2862.298196,8.91071188e-05
748,305.7033,2862.826961,7.77968001e-05
749,306.1137,2862.544373,1.14184095e-04
750,306.5250,2862.710991,9.40383065e-05
751,306.9471,2863.209549,7.91515275e-05
752,307.3335,2862.131413,1.49862569e-04
753,307.7328,2862.653716,7.80866043e-05
754,308.1584,2863.678739,5.55408084e-05
755,308.5220,2861.763487,1.87405304e-04
756,308.9178,2862.623034,6.29620099e-05
757,309.3365,2863.028274,8.33366101e-05
758,309.7357,2862.243009,1.36727999e-04
759,310.1743,2863.597428,4.07681727e-05
760,310.5937,2861.827625,1.80882257e-04
761,311.0352,2862.181025,8.56615376e-05
762,311.4243,2862.695317,7.84458836e-05
763,311.8734,2864.260279,3.13257769e-05
764,312.2349,2861.654867,2.18357390e-04
765,312.6395,2862.559501,6.09399368e-05
766,313.0915,2864.230436,2.65731511e-05
767,313.5004,2861.711974,2.14457873e-04
768,313.9326,2861.971397,8.98761510e-05
769,314.3233,2862.573509,7.45073954e-05
770,314.7344,2862.699400,9.58647539e-05
771,315.1562,2864.661069,1.35343952e-05
772,315.5669,2861.698751,2.34363793e-04
773,315.9722,2862.535291,6.39938145e-05
774,316.4001,2864.284146,2.30785943e-05
775,316.7896,2861.679621,2.18317623e-04
776,317.2353,2861.270756,1.19847319e-04
777,317.6190,2862.229724,5.85032118e-05
778,318.0054,2862.680950,8.12742656e-05
779,318.4491,2863.092287,8.30631948e-05
780,318.8433,2862.276750,1.38085648e-04
781,319.2714,2862.184676,1.05639990e-04
782,319.6155,2862.823317,7.28691431e-05
783,320.0011,2862.529357,1.14694122e-04
784,320.4223,2862.549703,1.00598187e-04
785,320.8167,2862.784152,9.09962279e-05
786,321.2543,2863.900795,5.14318561e-05
787,321.5947,2861.786623,1.96326385e-04
788,322.0166,2862.602889,6.49030558e-05
789,322.4504,2862.994009,8.39698750e-05
790,322.8522,2862.372815,1.29369816e-04
791,323.2154,2862.740278,8.50308331e-05
792,323.6371,2864.375032,2.81957496e-05
793,324.0283,2861.625409,2.24824928e-04
794,324.4680,2861.146046,1.23009008e-04
795,324.9069,2861.501345,8.55763766e-05
796,325.2904,2862.394311,6.14632198e-05
797,325.7001,2862.598178,9.23677229e-05
798,326.1196,2864.421901,1.97209512e-05
799,326.5257,2861.812816,2.18522128e-04
800,326.9170,2862.562344,6.78960830e-05
801,327.3380,2863.780232,4.68912661e-05
802,327.7349,2861.777895,1.91310848e-04
803,328.1665,2862.193358,8.28781643e-05
804,328.5678,2862.668782,8.01890405e-05
805,328.9620,2862.595600,1.04792717e-04
806,329.3916,2862.694022,9.70967104e-05
807,329.7705,2862.641998,1.03843834e-04
808,330.2029,2862.603039,1.03257940e-04
809,330.6175,2862.612060,1.01106132e-04
810,331.0039,2862.545423,1.04499206e-04
811,331.4547,2863.312538,6.71073545e-05
812,331.7961,2862.113213,1.55297633e-04
813,332.1904,2862.762177,7.24061831e-05
814,332.6193,2863.625039,6.28133326e-05
815,333.0081,2861.843691,1.81400014e-04
816,333.4784,2862.155614,8.75216907e-05
817,333.8725,2862.733124,7.56107105e-05
818,334.3051,2863.849670,5.14361887e-05
819,334.7013,2861.737225,1.96248933e-04
820,335.0900,2862.487666,6.78551609e-05
821,335.5160,2864.476954,1.22957683e-05
822,335.9173,2861.666544,2.27551061e-04
823,336.3170,2862.479060,6.50712086e-05
824,336.7509,2863.150612,7.13931460e-05
825,337.1389,2862.176509,1.45196984e-04
826,337.5668,2863.477035,4.31851196e-05
827,337.9562,2861.847730,1.74581229e-04
828,338.3676,2862.623418,6.67228973e-05
829,338.7991,2864.234365,2.92634571e-05
830,339.2042,2861.549367,2.21926653e-04
831,339.6164,2862.505443,5.86328884e-05
832,340.0606,2863.038565,7.76013938e-05
833,340.4585,2862.232809,1.37647008e-04
834,340.8086,2862.793201,7.63783910e-05
835,341.2520,2863.272011,8.00372042e-05
836,341.6507,2862.016692,1.57808814e-04
837,342.0664,2861.990638,1.02679177e-04
838,342.4680,2862.561236,7.59207111e-05
839,342.8615,2862.681491,9.61175304e-05
840,343.2998,2863.119984,8.18452900e-05
841,343.6881,2862.066894,1.48739327e-04
842,344.0811,2862.675429,7.42193458e-05
843,344.5225,2864.209456,3.27131413e-05
844,344.9181,2861.747646,2.11917135e-04
845,345.3193,2862.614445,6.26367645e-05
846,345.7443,2863.046655,8.21271098e-05
847,346.1520,2862.422636,1.29496496e-04
848,346.5888,2863.865535,3.68000026e-05
849,346.9816,2861.756228,1.96108254e-04
850,347.4044,2862.550480,6.58903365e-05
851,347.8111,2862.764148,9.19281640e-05
852,348.2443,2862.789325,1.00381580e-04
853,348.6530,2862.558784,1.11849906e-04
854,348.9927,2862.572908,1.00877263e-04
855,349.4302,2863.337227,6.72327856e-05
856,349.8243,2862.140565,1.55178197e-04
857,350.2195,2862.587435,8.14695899e-05
858,350.6687,2864.332151,2.32642416e-05
859,351.0681,2861.629662,2.22711084e-04
860,351.4642,2862.525926,6.13153240e-05
861,351.9017,2863.320255,6.58868946e-05
862,352.3159,2862.146007,1.54172952e-04
863,352.7016,2862.753603,7.42614661e-05
864,353.1274,2863.847373,5.24576274e-05
865,353.5389,2861.791579,1.93708269e-04
866,353.9467,2862.579842,6.61589505e-05
867,354.3854,2864.310491,2.38951201e-05
868,354.7314,2861.733340,2.17089931e-04
869,355.1349,2862.481263,6.79680525e-05
870,355.5647,2863.877065,3.89122584e-05
871,355.9105,2861.814443,1.94014484e-04
872,356.3422,2861.359073,1.21932977e-04
873,356.7369,2862.340598,5.74915901e-05
874,357.1515,2862.666453,8.68968628e-05
875,357.5330,2863.549548,6.19059399e-05
876,357.9238,2861.928872,1.74194244e-04
877,358.3187,2862.587268,7.19831503e-05
878,358.7010,2863.157506,7.59368487e-05
879,359.1046,2862.187232,1.45025237e-04
880,359.4893,2862.749141,7.63103908e-05
881,359.9108,2863.725622,5.77177634e-05
882,360.3045,2861.810578,1.87395978e-04
883,360.7543,2861.738918,1.04724495e-04
884,361.1653,2862.462196,6.90733385e-05
885,361.6046,2863.393819,5.97295736e-05
886,362.0153,2862.060053,1.61327010e-04
887,362.4672,2862.049844,1.01968560e-04
888,362.8669,2862.691307,7.27425370e-05
889,363.3186,2864.409774,2.44414512e-05
890,363.7215,2861.700222,2.23027808e-04
891,364.1211,2862.542384,6.37417006e-05
892,364.5671,2862.995573,8.11862359e-05
893,364.9677,2862.256825,1.34641787e-04
894,365.4027,2864.002175,2.32358389e-05
895,365.8014,2861.709548,2.04329677e-04
896,366.2359,2861.930313,9.16099013e-05
897,366.6439,2862.668027,6.84259394e-05
898,367.0498,2862.508793,1.08651964e-04
899,367.4847,2863.835313,4.20193612e-05
900,367.8674,2861.845223,1.90761587e-04
901,368.2966,2862.868673,5.56113557e-05
902,368.6879,2862.384750,1.23213523e-04
903,369.1215,2863.374051,5.71428176e-05
904,369.5187,2862.130883,1.57263923e-04
905,369.9690,2862.511678,8.44329358e-05
906,370.3546,2862.704714,9.28534410e-05
907,370.7648,2862.623750,1.05141776e-04
908,371.2018,2864.125822,3.41462434e-05
909,371.5989,2861.693802,2.10581159e-04
910,371.9974,2862.604896,6.06502101e-05
911,372.4321,2863.299982,7.03377005e-05
912,372.8312,2861.847229,1.66663329e-04
913,373.1947,2862.596620,6.79022518e-05
914,373.6367,2863.167031,7.59290558e-05
915,374.0328,2862.038391,1.52127594e-04
916,374.4222,2862.759727,6.91604466e-05
917,374.8667,2864.057399,4.33131114e-05
918,375.2633,2861.694604,2.07476593e-04
919,375.7172,2862.418949,6.90254971e-05
920,376.1132,2862.659229,9.07346735e-05
921,376.5659,2862.727866,9.84324965e-05
922,376.9823,2862.597766,1.07345377e-04
923,377.4038,2863.178015,7.54878640e-05
924,377.8154,2862.208444,1.44993745e-04
925,378.2092,2862.734935,7.78987804e-05
926,378.5937,2863.338639,7.44359628e-05
927,378.9996,2862.093986,1.57330509e-04
928,379.4210,2862.499183,8.33385289e-05
929,379.8173,2862.777320,8.90368914e-05
930,380.2150,2862.617879,1.08661267e-04
931,380.6691,2863.184601,7.60945228e-05
932,381.0319,2862.298664,1.41242914e-04
933,381.4143,2862.540341,9.06720625e-05
934,381.8141,2862.750272,9.20957682e-05
935,382.2114,2864.635941,1.69428047e-05
936,382.5676,2861.777995,2.29682940e-04
937,382.9802,2862.670237,6.14957414e-05
938,383.4044,2863.033293,8.52284532e-05
939,383.8167,2862.334722,1.32840010e-04
940,384.2476,2863.819283,3.49315486e-05
941,384.6368,2861.824656,1.90965098e-04
942,385.0826,2862.084410,8.98613249e-05
943,385.4813,2862.852246,6.70750250e-05
944,385.8414,2862.338556,1.24548514e-04
945,386.2701,2863.006359,7.15612996e-05
946,386.6734,2862.241339,1.35820045e-04
947,387.0871,2862.767118,7.79307368e-05
948,387.5352,2863.574376,6.53070568e-05
949,387.9487,2861.953186,1.74217308e-04
950,388.3472,2862.611926,7.19677275e-05
951,388.7683,2863.999296,3.92903859e-05
952,389.1666,2861.632152,2.07671594e-04
953,389.5629,2862.547503,6.04593450e-05
954,390.0047,2864.244291,2.54136974e-05
955,390.4169,2861.770760,2.12442812e-04
956,390.8141,2862.582492,6.51063717e-05
957,391.2549,2864.215007,2.82962126e-05
958,391.6676,2861.518068,2.22462124e-04
959,392.1059,2861.267000,1.12770546e-04
960,392.5002,2862.353799,5.27702573e-05
961,392.9208,2863.249623,6.13350580e-05
962,393.3415,2862.001708,1.57476799e-04
963,393.7323,2862.703103,7.00547694e-05
964,394.1693,2863.191884,7.95900000e-05
965,394.5879,2862.164265,1.47597022e-04
966,394.9962,2862.789368,7.34762884e-05
967,395.4307,2863.122798,8.65571029e-05
968,395.8459,2862.279251,1.39341850e-04
969,396.2315,2862.731210,8.12413583e-05
970,396.6550,2863.884720,4.97784839e-05
971,397.0661,2861.712985,1.98907954e-04
972,397.4640,2862.537337,6.45404385e-05
973,397.9008,2864.305850,2.21969575e-05
974,398.2980,2861.608500,2.22480584e-04
975,398.6415,2862.505396,6.12869836e-05
976,399.0674,2863.010887,7.88406362e-05
977,399.4137,2862.275388,1.34496108e-04
978,399.7640,2862.799818,7.79912179e-05
979,400.2029,2864.566763,2.22673021e-05
980,400.6199,2861.687275,2.30649071e-04
981,401.0245,2862.598181,6.06586799e-05
982,401.4006,2863.803650,4.74481876e-05
983,401.8129,2861.854691,1.88917014e-04
984,402.1962,2862.656009,6.55734408e-05
985,402.6389,2864.116075,3.60300946e-05
986,403.0360,2861.589177,2.14836237e-04
987,403.4299,2862.554428,5.82214257e-05
988,403.8708,2864.086417,3.28045411e-05
989,404.2651,2861.617257,2.12246787e-04
990,404.6696,2862.405770,6.61477068e-05
991,405.0917,2863.324681,6.02996970e-05
992,405.4879,2862.038449,1.59195214e-04
993,405.8873,2862.639780,7.45423559e-05
994,406.2808,2863.193054,7.66976477e-05
995,406.6699,2862.132226,1.49086361e-04
996,407.0292,2862.727483,7.48148395e-05
997,407.4501,2862.933794,9.22581184e-05
998,407.8505,2862.400903,1.25409613e-04
999,408.2642,2862.709488,8.76713567e-05
1000,408.6926,2862.861694,9.46846288e-05
1001,409.0884,2862.486558,1.18334677e-04
1002,409.4997,2862.747032,8.98290493e-05
1003,409.9502,2863.507392,6.74102988e-05
1004,410.3438,2861.961617,1.70835116e-04
1005,410.6936,2862.716947,6.76359010e-05
1006,411.1302,2863.629779,6.05723108e-05
1007,411.5315,2861.946783,1.76989173e-04
1008,411.8741,2862.586915,7.28022341e-05
1009,412.2932,2863.291300,6.99206703e-05
1010,412.6979,2862.177494,1.51462313e-04
1011,413.1356,2863.137073,5.84758000e-05
1012,413.5356,2862.229532,1.42211799e-04
1013,413.9653,2863.490749,4.49480416e-05
1014,414.3153,2861.995762,1.68557398e-04
1015,414.7109,2862.591111,7.48106858e-05
1016,415.1451,2863.785143,4.79611228e-05
1017,415.5485,2861.797607,1.90647090e-04
1018,415.9390,2862.575049,6.66442177e-05
1019,416.3255,2862.911271,8.64319138e-05
1020,416.7153,2862.468203,1.21381241e-04
1021,417.1003,2862.641105,9.37564826e-05
1022,417.5321,2863.768401,5.09540498e-05
1023,417.9407,2861.877370,1.86319043e-04
1024,418.3788,2861.814030,1.04351358e-04
1025,418.7680,2862.616156,6.55372274e-05
1026,419.1956,2864.282078,2.67979626e-05
1027,419.5853,2861.561685,2.23513976e-04
1028,419.9685,2862.474877,6.05561590e-05
1029,420.4034,2863.705224,4.63325144e-05
1030,420.8170,2861.950516,1.80205267e-04
1031,421.2141,2862.816486,6.26739538e-05
1032,421.6098,2863.651413,6.40661557e-05
1033,421.9557,2861.835431,1.82953255e-04
1034,422.3520,2862.699720,6.27493659e-05
1035,422.7525,2863.508439,6.52415102e-05
1036,423.1498,2861.973613,1.70344070e-04
1037,423.5374,2862.693722,6.92154789e-05
1038,423.9789,2863.412396,6.92798327e-05
1039,424.3637,2861.939918,1.67547917e-04
1040,424.7621,2862.619739,7.10223254e-05
1041,425.1988,2864.208329,3.02661291e-05
1042,425.5881,2861.729510,2.12679948e-04
1043,425.9883,2862.471798,6.82208291e-05
1044,426.4138,2863.707528,4.60910812e-05
1045,426.8123,2861.772830,1.88277407e-04
1046,427.2169,2862.635956,6.28014993e-05
1047,427.6650,2863.361778,6.89592636e-05
1048,428.0613,2862.058200,1.59973135e-04
1049,428.4848,2862.916602,6.30133575e-05
1050,428.8777,2862.434524,1.23130786e-04
1051,429.2999,2862.936859,7.89821143e-05
1052,429.7134,2862.377158,1.26611982e-04
1053,430.1617,2862.335579,1.03375428e-04
1054,430.5559,2862.656568,8.71151012e-05
1055,430.9958,2863.500868,6.36457862e-05
1056,431.3984,2861.986302,1.69435444e-04
1057,431.7970,2862.602833,7.38607347e-05
1058,432.2173,2863.132875,7.77395168e-05
1059,432.6295,2862.238835,1.41606334e-04
1060,433.0270,2862.779870,7.72465414e-05
1061,433.4480,2863.281064,7.90333098e-05
1062,433.8664,2862.103648,1.54315079e-04
1063,434.2800,2862.735329,7.31812280e-05
1064,434.6978,2864.500681,2.23387968e-05
1065,435.0941,2861.630793,2.30218498e-04
1066,435.4974,2860.740295,1.41447456e-04
1067,435.9131,2862.009833,4.45748617e-05
1068,436.3241,2862.636865,7.33897887e-05
1069,436.7623,2863.370851,6.85931260e-05
1070,437.1489,2862.015538,1.62293337e-04
1071,437.5456,2862.645793,7.32451878e-05
1072,437.9795,2862.894335,9.03641681e-05
1073,438.3849,2862.512883,1.18617957e-04
1074,438.8290,2863.648547,5.05787783e-05
1075,439.2188,2861.911217,1.79425940e-04
1076,439.6124,2862.582157,7.14205699e-05
1077,440.0505,2863.326750,6.81174524e-05
1078,440.4614,2862.019769,1.60125764e-04
1079,440.8796,2862.834526,6.49707196e-05
1080,441.3288,2864.527073,2.56039091e-05
1081,441.7442,2861.658085,2.30178125e-04
1082,442.1432,2862.477255,6.47728453e-05
1083,442.5965,2862.860638,8.43168405e-05
1084,442.9454,2862.441882,1.20290946e-04
1085,443.3455,2862.610573,9.39452863e-05
1086,443.7982,2863.447827,6.39617906e-05
1087,444.1966,2861.912124,1.70383419e-04
1088,444.5935,2862.744758,6.41689701e-05
1089,445.0173,2864.122812,3.97081937e-05
1090,445.3792,2861.670324,2.11499096e-04
1091,445.7805,2862.476562,6.53527897e-05
1092,446.2008,2864.337419,1.80555781e-05
1093,446.6117,2861.570704,2.25591428e-04
1094,447.0517,2862.179814,7.41935163e-05
1095,447.4698,2862.762545,7.53765925e-05
1096,447.9107,2864.317829,3.17598208e-05
1097,448.3150,2861.592215,2.23748151e-04
1098,448.7616,2861.554054,1.03222138e-04
1099,449.1239,2862.525502,5.79434976e-05
1100,449.5166,2862.615452,9.74766605e-05
1101,449.9633,2862.778019,9.42199300e-05
1102,450.3276,2862.434589,1.16912710e-04
1103,450.7361,2862.744731,8.76015656e-05
1104,451.1833,2862.867863,9.59885181e-05
1105,451.5683,2862.389442,1.22966736e-04
1106,451.9787,2862.607286,9.17409043e-05
1107,452.3994,2863.923486,4.24821870e-05
1108,452.8126,2861.772911,1.97959015e-04
1109,453.2067,2861.374948,1.19358400e-04
1110,453.6002,2862.381924,5.63501626e-05
1111,454.0094,2862.629853,9.03916615e-05
1112,454.4533,2862.937816,8.76992466e-05
1113,454.8621,2862.452255,1.23287011e-04
1114,455.2492,2862.727147,8.91824169e-05
1115,455.6758,2863.043886,8.73056669e-05
1116,456.0680,2862.270598,1.36190894e-04
1117,456.4785,2862.631058,8.53448937e-05
1118,456.9091,2862.929686,8.81179254e-05
1119,457.3140,2862.409341,1.24846932e-04
1120,457.7110,2862.590672,9.33784224e-05
1121,458.1629,2864.254189,2.69058591e-05
1122,458.5110,2861.666826,2.17547900e-04
1123,458.9102,2862.482575,6.49262314e-05
1124,459.3630,2863.160624,7.11018019e-05
1125,459.7660,2862.201386,1.44530263e-04
1126,460.2110,2863.769403,3.11888026e-05
1127,460.6109,2861.869563,1.86714080e-04
1128,461.0506,2861.881599,1.00970933e-04
1129,461.4618,2862.628910,6.79955245e-05
1130,461.8241,2862.649380,1.00592655e-04
1131,462.2631,2863.695396,5.45993166e-05
1132,462.6604,2861.768156,1.87942939e-04
1133,463.0966,2862.851097,5.29433017e-05
1134,463.4936,2862.466193,1.18772747e-04
1135,463.9316,2863.161801,7.03143026e-05
1136,464.3431,2862.020964,1.52674590e-04
1137,464.7321,2862.497300,8.01481141e-05
1138,465.1784,2864.602166,7.11234316e-06
1139,465.5829,2861.750825,2.29386733e-04
1140,465.9935,2862.467433,6.93724847e-05
1141,466.4543,2862.894062,8.23773654e-05
1142,466.8668,2862.438346,1.21948512e-04
1143,467.2652,2862.668383,9.11940437e-05
1144,467.7108,2864.658871,1.22419593e-05
1145,468.1000,2861.738264,2.32493117e-04
1146,468.5124,2862.559761,6.46684833e-05
1147,468.9393,2862.954596,8.38032371e-05
1148,469.3337,2862.426465,1.25196173e-04
1149,469.7507,2862.597085,9.38587976e-05
1150,470.1758,2864.506981,1.58562538e-05
1151,470.5658,2861.759527,2.24727639e-04
1152,470.9209,2862.588771,6.43210494e-05
1153,471.3454,2863.795664,4.73843349e-05
1154,471.7338,2861.871210,1.87817975e-04
1155,472.1460,2862.609345,6.84070708e-05
1156,472.5758,2863.138151,7.77949892e-05
1157,472.9634,2862.147810,1.45925178e-04
1158,473.4094,2863.846288,2.53378963e-05
1159,473.7994,2861.802042,1.93190396e-04
1160,474.2134,2862.447173,7.25780587e-05
1161,474.6498,2864.238678,2.11658297e-05
1162,475.0598,2861.602240,2.19748826e-04
1163,475.4213,2862.569967,5.81103826e-05
1164,475.8600,2863.130221,7.63846078e-05
1165,476.2481,2862.283084,1.39502858e-04
1166,476.6431,2862.807679,7.79838174e-05
1167,477.0947,2863.963608,4.96699683e-05
1168,477.4841,2861.785929,1.99174543e-04
1169,477.8455,2862.455276,7.14920083e-05
1170,478.2747,2864.259041,2.06160253e-05
1171,478.6648,2861.745767,2.14225200e-04
1172,479.0772,2862.580989,6.40529341e-05
1173,479.4989,2863.838458,4.51161335e-05
1174,479.8936,2861.712783,1.96842299e-04
1175,480.2411,2862.508824,6.58100758e-05
1176,480.6831,2863.923653,3.80589086e-05
1177,481.1006,2861.754686,1.98783846e-04
1178,481.4929,2862.540980,6.62472482e-05
1179,481.9276,2863.029384,7.96068746e-05
1180,482.3185,2862.251893,1.36379396e-04
1181,482.7144,2862.686112,8.20369633e-05
1182,483.1663,2863.223930,7.73908285e-05
1183,483.5778,2862.159291,1.49257245e-04
1184,483.9776,2862.752334,7.49141041e-05
1185,484.4001,2864.541415,2.12745593e-05
1186,484.7988,2861.566826,2.34914109e-04
1187,485.2412,2862.272216,6.98755904e-05
1188,485.6295,2862.675666,8.34169080e-05
1189,486.0266,2862.438095,1.12165205e-04
1190,486.4640,2862.775569,8.63757950e-05
1191,486.8602,2862.595395,1.09591044e-04
1192,487.2605,2862.709868,9.63768707e-05
1193,487.6450,2864.820956,6.83328228e-06
1194,487.9877,2861.717423,2.40696945e-04
1195,488.3892,2862.695789,5.76332485e-05
1196,488.8116,2863.341786,7.25392433e-05
1197,489.1587,2862.067337,1.58666791e-04
1198,489.5804,2862.584653,7.83102745e-05
1199,489.9909,2862.741113,9.44938291e-05
1200,490.4449,2862.811206,9.83671575e-05
1201,490.7895,2862.560996,1.12732071e-04
1202,491.1816,2862.687379,9.58427122e-05
1203,491.6133,2862.935644,9.03765490e-05
1204,492.0137,2862.414513,1.24882242e-04
1205,492.4412,2864.287766,1.74996418e-05
1206,492.8297,2861.596415,2.22211529e-04
1207,493.2061,2861.834551,9.08308514e-05
1208,493.6084,2862.511546,7.11490529e-05
1209,494.0095,2862.771793,8.98391967e-05
1210,494.4732,2862.948310,9.35943572e-05
1211,494.8736,2862.337015,1.28925829e-04
1212,495.2646,2862.724844,8.41174622e-05
1213,495.6925,2863.995137,4.45409982e-05
1214,496.0941,2861.769445,2.01327845e-04
1215,496.5257,2861.470211,1.14930642e-04
1216,496.9139,2862.413360,5.92126329e-05
1217,497.3607,2863.974492,3.14975494e-05
1218,497.7748,2861.872495,1.95780401e-04
1219,498.1565,2862.434488,7.63066106e-05
1220,498.5588,2862.696554,8.97576196e-05
1221,498.9442,2862.543305,1.08383583e-04
1222,499.3778,2862.526499,1.02264407e-04
1223,499.7891,2862.625671,9.70630431e-05
1224,500.2268,2864.441820,2.00606448e-05
1225,500.6276,2861.660998,2.26224102e-04
