# self-oscillation gain scan, 2026-07-10T14:34:53, f_star_MHz=2867.90000, R0_V=1.01510696e-04, D_V_per_MHz=1.03149662e-04, gamma_MHz_per_mT=28.024
gain,cycle,t_s,f_MHz,R_V
2.2,78,32.2928,2863.215312,6.93539278e-05
2.2,79,32.6910,2862.128666,1.52459376e-04
2.2,80,33.1203,2863.024171,5.95238628e-05
2.2,81,33.5103,2862.437659,1.29010056e-04
2.2,82,33.9027,2862.749591,8.68853793e-05
2.2,83,34.3263,2863.809490,5.18160581e-05
2.2,84,34.7397,2861.956900,1.88371618e-04
2.2,85,35.1692,2862.679987,6.76078622e-05
2.2,86,35.5600,2862.585638,1.05934391e-04
2.2,87,35.9722,2862.673388,9.73964056e-05
2.2,88,36.3920,2862.691512,1.00660937e-04
2.2,89,36.8052,2862.639249,1.03961092e-04
2.2,90,37.2258,2863.705557,5.15155641e-05
2.2,91,37.6399,2862.037671,1.79711575e-04
2.2,92,38.0218,2863.137492,4.99442568e-05
2.2,93,38.4213,2862.077316,1.51218313e-04
2.2,94,38.8214,2862.742598,7.03181598e-05
2.2,95,39.2732,2863.363432,7.24021225e-05
2.2,96,39.6877,2862.026662,1.64186797e-04
2.2,97,40.1096,2862.370306,8.53985006e-05
2.2,98,40.5087,2862.680589,8.69627000e-05
2.2,99,40.8714,2862.576955,1.06369728e-04
2.2,100,41.2926,2863.977818,3.58295491e-05
2.2,101,41.6918,2861.749508,2.05987680e-04
2.2,102,42.1381,2862.313455,7.50693659e-05
2.2,103,42.5264,2862.562091,8.98531041e-05
2.2,104,42.9202,2862.622965,9.86565416e-05
2.2,105,43.3413,2864.492100,1.38740460e-05
2.2,106,43.7549,2861.830535,2.26301353e-04
2.2,107,44.1518,2862.567915,6.69377868e-05
2.2,108,44.6056,2863.355822,6.45686975e-05
2.2,109,45.0072,2862.040364,1.63187545e-04
2.2,110,45.4053,2862.651013,7.28796632e-05
2.2,111,45.8534,2863.022940,8.40724744e-05
2.2,112,46.2407,2862.350903,1.33019952e-04
2.2,113,46.6256,2862.710700,8.46411921e-05
2.2,114,47.0594,2864.416974,2.15099329e-05
2.2,115,47.4575,2861.709255,2.28465391e-04
2.2,116,47.8720,2862.439003,6.72956005e-05
2.2,117,48.3121,2864.098549,2.37008706e-05
2.2,118,48.7073,2861.705679,2.13703285e-04
2.2,119,49.1016,2862.490144,6.47301157e-05
2.2,120,49.5417,2864.226049,2.01207033e-05
2.2,121,49.9425,2861.679401,2.20913342e-04
2.2,122,50.3571,2862.646100,5.61858490e-05
2.2,123,50.8048,2862.927003,8.83402134e-05
2.2,124,51.1494,2862.335878,1.29226311e-04
2.2,125,51.5410,2862.821460,7.87435889e-05
2.2,126,51.9572,2864.554766,2.02425641e-05
2.2,127,52.3574,2861.821622,2.29657468e-04
2.2,128,52.7673,2862.595317,6.52350753e-05
2.2,129,53.1904,2863.002290,8.24292576e-05
2.2,130,53.5876,2862.381379,1.30622857e-04
2.2,131,53.9841,2862.634004,8.96660740e-05
2.2,132,54.4115,2863.082233,8.04949301e-05
2.2,133,54.8240,2862.172510,1.44164167e-04
2.2,134,55.2221,2862.651033,7.90745747e-05
2.2,135,55.6427,2863.279046,7.20655311e-05
2.2,136,56.0415,2862.191342,1.52509032e-04
2.2,137,56.4403,2862.657850,7.96378873e-05
2.2,138,56.8388,2863.687523,5.32332108e-05
2.2,139,57.2369,2861.984833,1.81343401e-04
2.2,140,57.6361,2862.623778,7.15529867e-05
2.2,141,58.0590,2863.255090,7.19108626e-05
2.2,142,58.4222,2862.091971,1.56044930e-04
2.2,143,58.8679,2862.426190,8.58404225e-05
2.2,144,59.2565,2862.695873,8.88662774e-05
2.2,145,59.6558,2862.518886,1.09808967e-04
2.2,146,60.0853,2862.660826,9.48556769e-05
2.2,147,60.4911,2862.618584,1.03491246e-04
2.2,148,60.9363,2863.944687,3.93347755e-05
2.2,149,61.3245,2861.805745,2.01797570e-04
2.2,150,61.7411,2862.584073,6.50178224e-05
2.2,151,62.1722,2863.245316,7.05075525e-05
2.2,152,62.5571,2862.197367,1.50645016e-04
2.2,153,62.9514,2862.623863,8.15139415e-05
2.2,154,63.4061,2863.128952,7.78289929e-05
2.2,155,63.8020,2862.181665,1.45925392e-04
2.2,156,64.2025,2862.100624,1.05310366e-04
2.2,157,64.6071,2862.634037,7.65010074e-05
2.2,158,65.0535,2862.926384,8.78036523e-05
2.2,159,65.4512,2862.445891,1.24039200e-04
2.2,160,65.8882,2863.122474,6.97882663e-05
2.2,161,66.2830,2862.234214,1.43157859e-04
2.2,162,66.6749,2862.689770,8.01514018e-05
2.2,163,67.1207,2864.157063,3.27148835e-05
2.2,164,67.4650,2861.803167,2.11875949e-04
2.2,165,67.8582,2862.534218,6.72344827e-05
2.2,166,68.3025,2864.070937,2.94597895e-05
2.2,167,68.7027,2861.625270,2.16178751e-04
2.2,168,69.0972,2861.932625,8.70999779e-05
2.2,169,69.4900,2862.546547,7.27262124e-05
2.2,170,69.8505,2862.751917,9.18816638e-05
2.2,171,70.2386,2862.728074,1.02628619e-04
2.2,172,70.6268,2862.522065,1.11169680e-04
2.2,173,71.0379,2862.633429,9.62892493e-05
2.2,174,71.4669,2864.105820,3.24758379e-05
2.2,175,71.8568,2861.705083,2.14072188e-04
2.2,176,72.2692,2862.480481,6.51552046e-05
2.2,177,72.6913,2863.326796,6.18302067e-05
2.2,178,73.0841,2862.150677,1.56654459e-04
2.2,179,73.4694,2863.714937,2.81684438e-05
2.2,180,73.8689,2861.904376,1.86401059e-04
2.2,181,74.3025,2861.869610,1.03140748e-04
2.2,182,74.7003,2862.539987,7.00792655e-05
2.2,183,75.1018,2862.748398,9.17390628e-05
2.2,184,75.5539,2864.634136,1.30955886e-05
2.2,185,75.9392,2861.879272,2.30675862e-04
2.2,186,76.3567,2861.117432,1.37230466e-04
2.2,187,76.7679,2862.291200,4.64771569e-05
2.2,188,77.1671,2862.603498,8.68682234e-05
2.2,189,77.5530,2863.341906,6.68895354e-05
2.2,190,77.9405,2862.194363,1.55314646e-04
2.2,191,78.3583,2862.362358,9.36340501e-05
2.2,192,78.7700,2862.672688,8.69604898e-05
2.2,193,79.1674,2862.697233,1.00359911e-04
2.2,194,79.5989,2862.743474,9.93426339e-05
2.2,195,79.9907,2862.583999,1.08987858e-04
2.2,196,80.4073,2864.353162,1.85613566e-05
2.2,197,80.7962,2861.763633,2.22923880e-04
2.2,198,81.2056,2862.544572,6.48954058e-05
2.2,199,81.6332,2863.711872,4.67804526e-05
2.2,200,82.0248,2861.797644,1.91261564e-04
2.2,201,82.4134,2862.278247,7.89770515e-05
2.2,202,82.8057,2862.689005,8.22518076e-05
2.2,203,83.2243,2864.400728,2.12545145e-05
2.2,204,83.6150,2861.880739,2.19663433e-04
2.2,205,84.0064,2862.546884,7.02776706e-05
2.2,206,84.4362,2863.135631,7.39065741e-05
2.2,207,84.8239,2862.131627,1.48584656e-04
2.2,208,85.2232,2862.719430,7.39508241e-05
2.2,209,85.6552,2864.135191,3.51310078e-05
2.2,210,86.0698,2861.721058,2.14700253e-04
2.2,211,86.4592,2862.501049,6.49398932e-05
2.2,212,86.8859,2862.970731,7.94890931e-05
2.2,213,87.2726,2862.254096,1.35111004e-04
2.2,214,87.6856,2862.638433,8.34905640e-05
2.2,215,88.0635,2862.913703,8.86043219e-05
2.2,216,88.4567,2862.438749,1.23779524e-04
2.2,217,88.8721,2862.706679,8.89484275e-05
2.2,218,89.3178,2862.743015,9.98070507e-05
2.2,219,89.7070,2862.583995,1.08966533e-04
2.2,220,90.1206,2862.679012,9.70557299e-05
2.2,221,90.5390,2864.136022,3.31970043e-05
2.2,222,90.9334,2861.676679,2.16819999e-04
2.2,223,91.3226,2862.598075,5.83098887e-05
2.2,224,91.7686,2863.070786,7.93471004e-05
2.2,225,92.1672,2862.181919,1.43186313e-04
2.2,226,92.5565,2862.506596,8.62877879e-05
2.2,227,92.9856,2863.252184,6.65529323e-05
2.2,228,93.3302,2862.177294,1.51908187e-04
2.2,229,93.7249,2862.725032,7.58293661e-05
2.2,230,94.1531,2863.024639,8.74632408e-05
2.2,231,94.5511,2862.319522,1.34570964e-04
2.2,232,94.9844,2864.043957,2.06584692e-05
2.2,233,95.3296,2861.726427,2.10170901e-04
2.2,234,95.7707,2862.471005,6.66002587e-05
2.2,235,96.1659,2862.676158,9.18918553e-05
2.2,236,96.5874,2863.639200,5.63572833e-05
2.2,237,96.9731,2861.943775,1.81002757e-04
2.2,238,97.3697,2862.590282,7.11984336e-05
2.2,239,97.7480,2863.588158,5.47240497e-05
2.2,240,98.1398,2861.945532,1.78527231e-04
2.2,241,98.5346,2862.581140,7.17094248e-05
2.2,242,98.9689,2863.071443,7.85222593e-05
2.2,243,99.3662,2862.371974,1.34306146e-04
2.2,244,99.7686,2862.833426,7.98749610e-05
2.2,245,100.1888,2864.144388,4.00446522e-05
2.2,246,100.5844,2861.783707,2.12194103e-04
2.2,247,100.9819,2862.585353,6.39245371e-05
2.2,248,101.4359,2864.019361,3.42754822e-05
2.2,249,101.7819,2861.745895,2.08104922e-04
2.4,0,0.4388,2868.604447,7.12342695e-05
2.4,1,0.8265,2865.194730,2.48057007e-04
2.4,2,1.2413,2861.637309,2.54405158e-04
2.4,3,1.6757,2860.706917,1.41498067e-04
2.4,4,2.0873,2862.008459,4.55716884e-05
2.4,5,2.4872,2863.042908,5.70510807e-05
2.4,6,2.8860,2862.159361,1.39484660e-04
2.4,7,3.2749,2862.786698,7.45483848e-05
2.4,8,3.7036,2863.491070,7.12374591e-05
2.4,9,4.0465,2861.934612,1.68405770e-04
2.4,10,4.4533,2862.705558,6.83761812e-05
2.4,11,4.8902,2864.248824,3.51826256e-05
2.4,12,5.2846,2861.445105,2.22011775e-04
2.4,13,5.6896,2862.396989,6.05996837e-05
2.4,14,6.1362,2863.942936,3.50674049e-05
2.4,15,6.5360,2861.681646,1.98698707e-04
2.4,16,6.9251,2862.636830,6.04578337e-05
2.4,17,7.3027,2863.575992,6.11464383e-05
2.4,18,7.6895,2861.878391,1.74471907e-04
2.4,19,8.1208,2861.349779,1.24229926e-04
2.4,20,8.5058,2862.434439,5.48930785e-05
2.4,21,8.9239,2862.723458,8.90889373e-05
2.4,22,9.3592,2862.781443,9.90185615e-05
2.4,23,9.7726,2862.483794,1.14303346e-04
2.4,24,10.1708,2862.560369,9.82195754e-05
2.4,25,10.5916,2862.738586,9.38511226e-05
2.4,26,11.0043,2862.603227,1.07328274e-04
2.4,27,11.4005,2862.667895,9.87313272e-05
2.4,28,11.8353,2864.976902,2.27183035e-06
2.4,29,12.2323,2861.414860,2.54603800e-04
2.4,30,12.6575,2860.610907,1.36063819e-04
2.4,31,13.0540,2861.958776,4.35806041e-05
2.4,32,13.4429,2862.783746,6.60542640e-05
2.4,33,13.8908,2864.633974,2.19896882e-05
2.4,34,14.2749,2861.625870,2.30796102e-04
2.4,35,14.6173,2862.435312,6.67216535e-05
2.4,36,15.0068,2863.121211,7.20314329e-05
2.4,37,15.4216,2862.091814,1.45753188e-04
2.4,38,15.7704,2862.716996,7.46409874e-05
2.4,39,16.2037,2863.783408,5.56773145e-05
2.4,40,16.6082,2861.708914,1.90670430e-04
2.4,41,17.0369,2862.925984,4.92022328e-05
2.4,42,17.4254,2862.381755,1.24901133e-04
2.4,43,17.8254,2862.673153,8.89866733e-05
2.4,44,18.2727,2863.309017,7.41818727e-05
2.4,45,18.6711,2862.017346,1.57025453e-04
2.4,46,19.1009,2863.393640,4.23589408e-05
2.4,47,19.4912,2862.042648,1.59575025e-04
2.4,48,19.9228,2861.932716,1.06235455e-04
2.4,49,20.3050,2862.592736,7.31436599e-05
2.4,50,20.7229,2863.364031,6.83612033e-05
2.4,51,21.1441,2862.212350,1.51008837e-04
2.4,52,21.5737,2862.061244,1.08005073e-04
2.4,53,21.9696,2862.597354,7.84692236e-05
2.4,54,22.3679,2862.560967,1.03074556e-04
2.4,55,22.7520,2862.684174,9.62153869e-05
2.4,56,23.1497,2862.479335,1.10314488e-04
2.4,57,23.5412,2862.761704,8.93747295e-05
2.4,58,23.9586,2864.079250,4.48838417e-05
2.4,59,24.3717,2861.609643,2.07652015e-04
2.4,60,24.7677,2862.565667,6.04217250e-05
2.4,61,25.2054,2864.103124,3.54323061e-05
2.4,62,25.6050,2861.669676,2.06097886e-04
2.4,63,26.0057,2862.537472,6.42136829e-05
2.4,64,26.4389,2864.455580,1.90722740e-05
2.4,65,26.8239,2861.470721,2.29797054e-04
2.4,66,27.2666,2861.351764,1.06623323e-04
2.4,67,27.6573,2862.459195,5.39144045e-05
2.4,68,28.0533,2862.652951,9.31832375e-05
2.4,69,28.5060,2862.799340,9.52190436e-05
2.4,70,28.9046,2862.590199,1.10499372e-04
2.4,71,29.3014,2862.638428,9.94378493e-05
2.4,72,29.7241,2862.756653,9.64295344e-05
2.4,73,30.1387,2862.492041,1.12883458e-04
2.4,74,30.5379,2862.700250,9.25620638e-05
2.4,75,30.9745,2862.739164,9.98382168e-05
2.4,76,31.3698,2862.532809,1.10379639e-04
2.4,77,31.7915,2862.651686,9.64014669e-05
2.4,78,32.1845,2862.704440,9.92433897e-05
2.4,79,32.5869,2862.630079,1.04706646e-04
2.4,80,33.0237,2863.896177,4.70950339e-05
2.4,81,33.4161,2861.785989,1.92204532e-04
2.4,82,33.8514,2862.622601,6.55539141e-05
2.4,83,34.2413,2862.674255,9.92906564e-05
2.4,84,34.6403,2862.623845,1.03677260e-04
2.4,85,35.0592,2862.702517,9.81294638e-05
2.4,86,35.4698,2862.553371,1.07920868e-04
2.4,87,35.8884,2862.710066,9.47760828e-05
2.4,88,36.3093,2864.541953,2.27779881e-05
2.4,89,36.7246,2861.719462,2.22818586e-04
2.4,90,37.1705,2862.308901,7.61771905e-05
2.4,91,37.5690,2862.823958,7.93740506e-05
2.4,92,38.0076,2863.137126,8.80510246e-05
2.4,93,38.4169,2862.164802,1.43300234e-04
2.4,94,38.8164,2862.897963,7.00001677e-05
2.4,95,39.2419,2863.053824,9.48119315e-05
2.4,96,39.6342,2862.234697,1.36715998e-04
2.4,97,40.0368,2862.826238,7.60868443e-05
2.4,98,40.4564,2863.550913,7.03648321e-05
2.4,99,40.8583,2861.836733,1.75184495e-04
2.4,100,41.2692,2862.644475,6.67947431e-05
2.4,101,41.7031,2864.596872,1.75985542e-05
2.4,102,42.0916,2861.528247,2.33397241e-04
2.4,103,42.5384,2861.497353,1.02838458e-04
2.4,104,42.9375,2862.442800,6.08763111e-05
2.4,105,43.3885,2863.592941,5.20787760e-05
2.4,106,43.7322,2861.756680,1.80431411e-04
2.4,107,44.1246,2862.677714,6.19255311e-05
2.4,108,44.5574,2863.064074,8.49053262e-05
2.4,109,44.9549,2862.261752,1.35993690e-04
2.4,110,45.3551,2862.726225,8.15481186e-05
2.4,111,45.8032,2862.896268,9.42024280e-05
2.4,112,46.1492,2862.520285,1.17670047e-04
2.4,113,46.5860,2862.509059,1.01993198e-04
2.4,114,46.9864,2862.666579,9.47406478e-05
2.4,115,47.3734,2862.780837,9.66000071e-05
2.4,116,47.8035,2863.018568,9.12932247e-05
2.4,117,48.1997,2862.173020,1.37851521e-04
2.4,118,48.6356,2862.085434,1.05275047e-04
2.4,119,49.0364,2862.606298,7.91244855e-05
2.4,120,49.4340,2862.633716,1.00332293e-04
2.4,121,49.8132,2864.859523,5.84766274e-06
2.4,122,50.2076,2861.454080,2.47873331e-04
2.4,123,50.6060,2862.437213,5.92566222e-05
2.4,124,51.0331,2863.235345,6.72077296e-05
2.4,125,51.3798,2861.945794,1.56934374e-04
2.4,126,51.7883,2862.612587,7.28525821e-05
2.4,127,52.1795,2863.280184,7.28179945e-05
2.4,128,52.5746,2861.957721,1.58348873e-04
2.4,129,53.0185,2863.465706,3.66989885e-05
2.4,130,53.4063,2861.955501,1.66417808e-04
2.4,131,53.8054,2862.595527,7.40030064e-05
2.4,132,54.2333,2863.111288,7.93438188e-05
2.4,133,54.6416,2862.301776,1.36302714e-04
2.4,134,55.0528,2862.746452,8.23989547e-05
2.4,135,55.4728,2862.850928,9.70204408e-05
2.4,136,55.8677,2862.550031,1.14442916e-04
2.4,137,56.2406,2863.719637,5.12421776e-05
2.4,138,56.6532,2861.869670,1.81020481e-04
2.4,139,57.0997,2863.078528,4.95551686e-05
2.4,140,57.4880,2862.176872,1.40262987e-04
2.4,141,57.8850,2862.734122,7.75606337e-05
2.4,142,58.3386,2864.393463,3.01938140e-05
2.4,143,58.7526,2861.479549,2.26747910e-04
2.4,144,59.1311,2862.108631,7.44733644e-05
2.4,145,59.5335,2862.778906,7.27029101e-05
2.4,146,59.9244,2862.513278,1.12927141e-04
2.4,147,60.3496,2862.871435,8.61174650e-05
2.4,148,60.6960,2862.334383,1.24592664e-04
2.4,149,61.1366,2862.585375,9.07232962e-05
2.4,150,61.5351,2862.583419,1.01594761e-04
2.4,151,61.9706,2862.941944,8.61016629e-05
2.4,152,62.3726,2862.337106,1.27506011e-04
2.4,153,62.8230,2862.656165,8.77978782e-05
2.4,154,63.2678,2862.819414,9.44943957e-05
2.4,155,63.6122,2862.492498,1.15561243e-04
2.4,156,64.0207,2862.672033,9.37944509e-05
2.4,157,64.4562,2864.667698,1.57389493e-05
2.4,158,64.8684,2861.807488,2.24439721e-04
2.4,159,65.2665,2862.529155,7.04941720e-05
2.4,160,65.7022,2863.062725,7.85783752e-05
2.4,161,66.0895,2862.251591,1.36372465e-04
2.4,162,66.5227,2862.296347,9.95871178e-05
2.4,163,66.8890,2862.638138,8.68208393e-05
2.4,164,67.3192,2862.900529,9.02333710e-05
2.4,165,67.6653,2862.386675,1.23595638e-04
2.4,166,68.0573,2862.780249,8.45952749e-05
2.4,167,68.5019,2864.265017,3.76968185e-05
2.4,168,68.8904,2861.479931,2.21210975e-04
2.4,169,69.3417,2861.280215,1.10094313e-04
2.4,170,69.7346,2862.316103,5.69892166e-05
2.4,171,70.1319,2862.731333,8.36645165e-05
2.4,172,70.5880,2863.361091,7.44443087e-05
2.4,173,70.9841,2861.900331,1.64292763e-04
2.4,174,71.3312,2862.613262,7.08696030e-05
2.4,175,71.7743,2862.942632,8.73547050e-05
2.4,176,72.1838,2862.349936,1.26984166e-04
2.4,177,72.5245,2862.757920,8.39759741e-05
2.4,178,72.9732,2863.123550,8.57962507e-05
2.4,179,73.3312,2862.116588,1.44788969e-04
2.4,180,73.7238,2862.655964,7.83288101e-05
2.4,181,74.1539,2863.023892,8.56975390e-05
2.4,182,74.5564,2862.312169,1.32099820e-04
2.4,183,74.9498,2862.910765,7.57836602e-05
2.4,184,75.4018,2862.980188,9.85269464e-05
2.4,185,75.7878,2862.323244,1.29745510e-04
2.4,186,76.1870,2862.785344,8.16500930e-05
2.4,187,76.6186,2864.617199,2.27793374e-05
2.4,188,77.0014,2861.735465,2.25364838e-04
2.4,189,77.4015,2862.613320,6.37813163e-05
2.4,190,77.8354,2863.645326,5.71561065e-05
2.4,191,78.1791,2861.759770,1.82550023e-04
2.4,192,78.5841,2862.725856,5.99892831e-05
2.4,193,79.0226,2863.145147,8.34899800e-05
2.4,194,79.4371,2862.196044,1.42302199e-04
2.4,195,79.8347,2862.861718,7.29007069e-05
2.4,196,80.2309,2863.101249,9.12158747e-05
2.4,197,80.6222,2862.138012,1.42909662e-04
2.4,198,81.0676,2862.952747,6.64942126e-05
2.4,199,81.4662,2862.348705,1.27471799e-04
2.4,200,81.8564,2862.708466,8.60485569e-05
2.4,201,82.3016,2862.986417,8.95646289e-05
2.4,202,82.6967,2862.390612,1.27117808e-04
2.4,203,83.1378,2863.441095,5.63619460e-05
2.4,204,83.5330,2862.052380,1.61196312e-04
2.4,205,83.9214,2862.701090,7.36297569e-05
2.4,206,84.3669,2864.541116,2.24281699e-05
2.4,207,84.7652,2861.455869,2.34111628e-04
2.4,208,85.1690,2862.585325,5.29677871e-05
2.4,209,85.6208,2863.742822,5.17625800e-05
2.4,210,86.0160,2861.839273,1.83323375e-04
2.4,211,86.3611,2862.571671,7.00329652e-05
2.4,212,86.7882,2863.110932,7.83337784e-05
2.4,213,87.2016,2862.096344,1.45116684e-04
2.4,214,87.5903,2862.667528,7.69617559e-05
2.4,215,88.0376,2863.168435,7.99822082e-05
2.4,216,88.4216,2862.085524,1.48053155e-04
2.4,217,88.8379,2862.758197,7.25998692e-05
2.4,218,89.2562,2863.257113,8.00677925e-05
2.4,219,89.6558,2861.887768,1.60363807e-04
2.4,220,90.0824,2861.989107,9.71552513e-05
2.4,221,90.4814,2862.649257,7.31380582e-05
2.4,222,90.9069,2863.663984,5.78987394e-05
2.4,223,91.3186,2861.814498,1.80999793e-04
2.4,224,91.7484,2861.772277,1.03325332e-04
2.4,225,92.1525,2862.665720,6.31113880e-05
2.4,226,92.5191,2862.476945,1.09624068e-04
2.4,227,92.9531,2862.760814,8.93102834e-05
2.4,228,93.3486,2862.693909,1.04386209e-04
2.4,229,93.7256,2863.295052,7.56741553e-05
2.4,230,94.1166,2861.866234,1.62919873e-04
2.4,231,94.5055,2862.634890,6.84746327e-05
2.4,232,94.9512,2863.267375,7.43270763e-05
2.4,233,95.3494,2862.076676,1.52685778e-04
2.4,234,95.7314,2861.942015,1.07298329e-04
2.4,235,96.1315,2862.800208,6.46263795e-05
2.4,236,96.5702,2863.930600,5.29275399e-05
2.4,237,96.9726,2861.704332,1.97193550e-04
2.4,238,97.3719,2862.572353,6.42039820e-05
2.4,239,97.8198,2864.322882,2.62746533e-05
2.4,240,98.1639,2861.574905,2.19616094e-04
2.4,241,98.5679,2862.518558,6.09533935e-05
2.4,242,99.0178,2863.520764,5.84368621e-05
2.4,243,99.4148,2861.896535,1.71318472e-04
2.4,244,99.7609,2862.679725,6.78499359e-05
2.4,245,100.1951,2863.956595,4.66320926e-05
2.4,246,100.5982,2861.485229,2.07727578e-04
2.4,247,101.0339,2860.804377,1.30773081e-04
2.4,248,101.4206,2862.063751,4.73840312e-05
2.4,249,101.8665,2863.470239,4.10612101e-05
2.7,0,0.3999,2865.902196,1.77833944e-04
2.7,1,0.8038,2861.706017,2.61819782e-04
2.7,2,1.2373,2861.127812,1.23600159e-04
2.7,3,1.6348,2862.214823,5.99829884e-05
2.7,4,2.0757,2863.685443,4.53277533e-05
2.7,5,2.4355,2861.531285,1.83807245e-04
2.7,6,2.8835,2862.108154,7.94722310e-05
2.7,7,3.2731,2862.775957,7.59982259e-05
2.7,8,3.6722,2862.515044,1.11478533e-04
2.7,9,4.1018,2863.916780,4.79593646e-05
2.7,10,4.5014,2861.301594,2.01420154e-04
2.7,11,4.9044,2862.376622,6.04407817e-05
2.7,12,5.2797,2863.423478,6.15170455e-05
2.7,13,5.6818,2861.754686,1.65264539e-04
2.7,14,6.0876,2862.745366,6.36631708e-05
2.7,15,6.5341,2863.651088,6.69088432e-05
2.7,16,6.9331,2861.526598,1.82673833e-04
2.7,17,7.3304,2862.461114,6.58088362e-05
2.7,18,7.7715,2864.751957,1.39923017e-05
2.7,19,8.1567,2861.286791,2.33892452e-04
2.7,20,8.5529,2862.631347,5.01438306e-05
2.7,21,8.9750,2863.370870,7.32582868e-05
2.7,22,9.3900,2861.786682,1.62032314e-04
2.7,23,9.7896,2862.663145,6.80267021e-05
2.7,24,10.2370,2862.951596,9.04908221e-05
2.7,25,10.6247,2862.308880,1.26064727e-04
2.7,26,11.0565,2863.111472,7.08488370e-05
2.7,27,11.4537,2862.069520,1.41316982e-04
2.7,28,11.8403,2862.842292,7.19880432e-05
2.7,29,12.2655,2864.133404,5.21855843e-05
2.7,30,12.6556,2861.261686,2.11220592e-04
2.7,31,13.0880,2860.755294,1.20856686e-04
2.7,32,13.4730,2862.164223,4.76845853e-05
2.7,33,13.8677,2862.854191,7.51514360e-05
2.7,34,14.2910,2864.675321,3.19370052e-05
2.7,35,14.7030,2861.314483,2.29906734e-04
2.7,36,15.1358,2861.493734,9.46626708e-05
2.7,37,15.5356,2862.653359,5.72088988e-05
2.7,38,15.9776,2863.931800,5.26696491e-05
2.7,39,16.3857,2861.384779,1.98816032e-04
2.7,40,16.7744,2862.641284,5.35076858e-05
2.7,41,17.2193,2864.583681,2.73041949e-05
2.7,42,17.6065,2861.348148,2.25119646e-04
2.7,43,18.0168,2862.536064,5.61280403e-05
2.7,44,18.4675,2864.383196,3.09436479e-05
2.7,45,18.8090,2861.094592,2.27147143e-04
2.7,46,19.2391,2860.494830,1.24423740e-04
2.7,47,19.6521,2862.039727,4.24901067e-05
2.7,48,20.0489,2862.802496,7.23701910e-05
2.7,49,20.5009,2864.026183,5.47614604e-05
2.7,50,20.8903,2861.172428,2.10534355e-04
2.7,51,21.3384,2860.789236,1.16149996e-04
2.7,52,21.7394,2862.402748,3.98687698e-05
2.7,53,22.1750,2864.047410,3.86787263e-05
2.7,54,22.5281,2861.226517,2.09278904e-04
2.7,55,22.9214,2862.408836,5.63418897e-05
2.7,56,23.3400,2864.147544,3.50858109e-05
2.7,57,23.7550,2861.014092,2.21219774e-04
2.7,58,24.1893,2860.856051,1.07548415e-04
2.7,59,24.5898,2862.342059,4.47398699e-05
2.7,60,24.9981,2862.681046,8.85601975e-05
2.7,61,25.4369,2863.983395,5.17563115e-05
2.7,62,25.8241,2861.450481,1.98277051e-04
2.7,63,26.2685,2862.391872,6.55462106e-05
2.7,64,26.6570,2862.742987,8.80968439e-05
2.7,65,27.0697,2862.549291,1.08910564e-04
2.7,66,27.4469,2862.437830,1.05768932e-04
2.7,67,27.8409,2862.847327,8.58664194e-05
2.7,68,28.2399,2862.441636,1.17009535e-04
2.7,69,28.6862,2862.702894,9.15297166e-05
2.7,70,29.0852,2862.578784,1.06252133e-04
2.7,71,29.4832,2862.679256,9.76723101e-05
2.7,72,29.8682,2862.771432,9.79892397e-05
2.7,73,30.2684,2862.612238,1.07592479e-04
2.7,74,30.6675,2862.835576,9.29783890e-05
2.7,75,31.0885,2863.865787,6.21529650e-05
2.7,76,31.5022,2861.386631,1.96223332e-04
2.7,77,31.9349,2861.258194,1.06417439e-04
2.7,78,32.2723,2862.644330,4.85553302e-05
2.7,79,32.6846,2862.644385,1.01508602e-04
2.7,80,33.0601,2864.056856,4.75492415e-05
2.7,81,33.4693,2861.345474,2.05095214e-04
2.7,82,33.9061,2861.363400,1.00825845e-04
2.7,83,34.3060,2862.623391,5.33745252e-05
2.7,84,34.7155,2862.789951,9.51475007e-05
2.7,85,35.1525,2863.442753,7.65713180e-05
2.7,86,35.4949,2861.745517,1.66351208e-04
2.7,87,35.9351,2862.732251,6.38139318e-05
2.7,88,36.3347,2862.606300,1.06322473e-04
2.7,89,36.7218,2862.603953,1.01600354e-04
2.7,90,37.1516,2862.635142,1.00319157e-04
2.7,91,37.5407,2862.747545,9.72165108e-05
2.7,92,37.9837,2864.876643,2.01715392e-05
2.7,93,38.3732,2861.113035,2.45293989e-04
2.7,94,38.7841,2862.459127,5.00851368e-05
2.7,95,39.2200,2864.305495,3.09728428e-05
2.7,96,39.6071,2861.212575,2.19671289e-04
2.7,97,40.0046,2862.406840,5.58855201e-05
2.7,98,40.4374,2863.717081,5.14548034e-05
2.7,99,40.8325,2861.480994,1.86937231e-04
2.7,100,41.2356,2862.637003,5.73470156e-05
2.7,101,41.6725,2863.999813,4.94464474e-05
2.7,102,42.0812,2861.439015,1.99342344e-04
2.7,103,42.4724,2862.589789,5.75470315e-05
2.7,104,42.8891,2864.142978,4.21732972e-05
2.7,105,43.2344,2861.171910,2.15016124e-04
2.7,106,43.6677,2861.119491,1.03513286e-04
2.7,107,44.0567,2862.507220,4.84945186e-05
2.7,108,44.5223,2863.311140,7.07980628e-05
2.7,109,44.9202,2861.924040,1.54502887e-04
2.7,110,45.3202,2862.793409,6.82976894e-05
2.7,111,45.7681,2864.731649,2.74629824e-05
