# self-oscillation gain scan, 2026-07-10T14:34:53, f_star_MHz=2867.90000, R0_V=1.01510696e-04, D_V_per_MHz=1.03149662e-04, gamma_MHz_per_mT=28.024
gain,cycle,t_s,f_MHz,R_V
1.4,10,4.5196,2867.099493,8.76694629e-05
1.4,11,4.9519,2867.750417,5.35516769e-05
1.4,12,5.3480,2867.849568,9.42054149e-05
1.4,13,5.7882,2867.514027,1.26232804e-04
1.4,14,6.2014,2868.438356,3.34076932e-05
1.4,15,6.6364,2868.336329,1.09027892e-04
1.4,16,7.0355,2866.872249,2.09381684e-04
1.4,17,7.4504,2866.878042,1.01083883e-04
1.4,18,7.8994,2868.081529,1.28397298e-05
1.4,19,8.2882,2867.194925,1.66834221e-04
1.4,20,8.7332,2867.755015,6.02442223e-05
1.4,21,9.1187,2867.888170,9.17000494e-05
1.4,22,9.5011,2867.501411,1.30006454e-04
1.4,23,9.9500,2867.916326,7.09404251e-05
1.4,24,10.3465,2867.507587,1.31625881e-04
1.4,25,10.7849,2868.077174,5.95444771e-05
1.4,26,11.1803,2867.237844,1.63351179e-04
1.4,27,11.6214,2867.549941,7.85158568e-05
1.4,28,12.0211,2868.467975,3.38715383e-05
1.4,29,12.4122,2868.748816,8.08188139e-05
1.4,30,12.8144,2867.210834,2.14826576e-04
1.4,31,13.1582,2868.017843,4.20516734e-05
1.4,32,13.5842,2868.012716,1.01888405e-04
1.4,33,13.9807,2867.189571,1.62158642e-04
1.4,34,14.3799,2868.024039,4.00284969e-05
1.4,35,14.8044,2868.080889,9.73220969e-05
1.4,36,15.2198,2867.130009,1.71569932e-04
1.4,37,15.6671,2867.490665,7.49382018e-05
1.4,38,16.0152,2868.375927,3.62860768e-05
1.4,39,16.3658,2866.976293,2.04633383e-04
1.4,40,16.7445,2866.650599,1.25507245e-04
1.4,41,17.1509,2866.192640,1.35252387e-04
1.4,42,17.5822,2865.373213,1.61884702e-04
1.4,43,17.9799,2863.839212,2.14533293e-04
1.4,44,18.3791,2863.035253,1.60745102e-04
1.4,45,18.8176,2863.103124,9.65100555e-05
1.4,46,19.2171,2862.928013,1.14412577e-04
1.4,47,19.6024,2862.979172,9.77413972e-05
1.4,48,20.0346,2863.485502,6.42051044e-05
1.4,49,20.4379,2862.918727,1.43269753e-04
1.4,50,20.8822,2862.739960,1.14681967e-04
1.4,51,21.2688,2862.945183,8.63901985e-05
1.4,52,21.7162,2863.973726,2.57293420e-05
1.4,53,22.0630,2863.110391,1.65119805e-04
1.4,54,22.4658,2862.950880,1.13263192e-04
1.4,55,22.8949,2862.859529,1.08241252e-04
1.4,56,23.2424,2862.816793,1.04659420e-04
1.4,57,23.6833,2863.896915,2.19291482e-05
1.4,58,24.0852,2863.174627,1.54727688e-04
1.4,59,24.4820,2862.850965,1.25357508e-04
1.4,60,24.9136,2863.927565,2.21886118e-05
1.4,61,25.3126,2862.946461,1.73796854e-04
1.4,62,25.7032,2862.896947,1.05158786e-04
1.4,63,26.1490,2863.646775,4.62645882e-05
1.4,64,26.5484,2863.039892,1.46224880e-04
1.4,65,26.9865,2863.598995,6.03168580e-05
1.4,66,27.3973,2863.084808,1.39395166e-04
1.4,67,27.8295,2862.930205,1.12901551e-04
1.4,68,28.2292,2862.930437,1.01493616e-04
1.4,69,28.6187,2862.968209,9.87277171e-05
1.4,70,29.0482,2863.997388,2.56825185e-05
1.4,71,29.4517,2863.068120,1.69977630e-04
1.4,72,29.8689,2863.040780,1.03525061e-04
1.4,73,30.3001,2863.548546,6.40993376e-05
1.4,74,30.6864,2862.960025,1.44871908e-04
1.4,75,31.1145,2862.731211,1.18369360e-04
1.4,76,31.5034,2862.972249,8.37513866e-05
1.4,77,31.8864,2862.958747,1.02505535e-04
1.4,78,32.3128,2863.051824,9.46529230e-05
1.4,79,32.6996,2862.897508,1.12880469e-04
1.4,80,33.0466,2862.908765,1.00681307e-04
1.4,81,33.4857,2863.929616,2.62960847e-05
1.4,82,33.8811,2863.074176,1.64538036e-04
1.4,83,34.2684,2862.848287,1.18153863e-04
1.4,84,34.7165,2862.778671,1.06639853e-04
1.4,85,35.1144,2862.890740,9.32536579e-05
1.4,86,35.5037,2863.060950,8.89699079e-05
1.4,87,35.9338,2863.999124,3.23875971e-05
1.4,88,36.2771,2863.230694,1.58127345e-04
1.4,89,36.6729,2862.988368,1.19364873e-04
1.4,90,37.1332,2863.327766,7.65044215e-05
1.4,91,37.4808,2862.917713,1.31722677e-04
1.4,92,37.8829,2862.969492,9.76957359e-05
1.4,93,38.3123,2864.190236,1.15683104e-05
1.4,94,38.7169,2863.217665,1.73168117e-04
1.4,95,39.1120,2862.934845,1.22348406e-04
1.4,96,39.5465,2862.888250,1.04943762e-04
1.4,97,39.8955,2862.941821,9.75636717e-05
1.4,98,40.3306,2862.974719,9.90868101e-05
1.4,99,40.6761,2862.896040,1.07307601e-04
1.4,100,41.0671,2862.840872,1.05575426e-04
1.4,101,41.4983,2864.187410,2.30000775e-06
1.4,102,41.9016,2863.231677,1.71927485e-04
1.4,103,42.3018,2862.938437,1.23116170e-04
1.4,104,42.7483,2862.949168,1.00720056e-04
1.4,105,43.0952,2862.889859,1.05880481e-04
1.4,106,43.4852,2862.938686,9.79132014e-05
1.4,107,43.9292,2863.130111,8.74068196e-05
1.4,108,44.3280,2862.928355,1.16375696e-04
1.4,109,44.7186,2862.936506,1.00910163e-04
1.4,110,45.1613,2863.827524,3.58619646e-05
1.4,111,45.5509,2863.058450,1.58174829e-04
1.4,112,45.9478,2862.952672,1.09304207e-04
1.4,113,46.3677,2863.134070,8.81456240e-05
1.4,114,46.7600,2862.885200,1.19847002e-04
1.4,115,47.1620,2862.953059,9.65109818e-05
1.4,116,47.5850,2863.102063,9.05323039e-05
1.4,117,47.9975,2862.940228,1.13434428e-04
1.4,118,48.3830,2862.970951,9.92470896e-05
1.4,119,48.8132,2863.677539,4.94504819e-05
1.4,120,49.2125,2863.075848,1.45842240e-04
1.4,121,49.5995,2862.923454,1.12738836e-04
1.4,122,50.0498,2863.447005,6.29363582e-05
1.4,123,50.4490,2863.019386,1.33016958e-04
1.4,124,50.8860,2862.850906,1.13923979e-04
1.4,125,51.2986,2862.888586,9.87344851e-05
1.4,126,51.7486,2863.942197,2.38823957e-05
1.4,127,52.1451,2863.185169,1.57287277e-04
1.4,128,52.5335,2862.955911,1.18402050e-04
1.4,129,52.9460,2864.211601,8.99357305e-06
1.4,130,53.3477,2863.183267,1.77276599e-04
1.4,131,53.7247,2862.674851,1.38969943e-04
1.4,132,54.1186,2862.957721,8.06693482e-05
1.4,133,54.5627,2863.796782,3.96900506e-05
1.4,134,54.9667,2863.014359,1.59158316e-04
1.4,135,55.3519,2862.994657,1.02962304e-04
1.4,136,55.7819,2862.952692,1.04602594e-04
1.4,137,56.1675,2862.991411,9.86579615e-05
1.4,138,56.5656,2863.125043,9.16649305e-05
1.4,139,56.9425,2863.991711,3.76559869e-05
1.4,140,57.3471,2863.130985,1.64927590e-04
1.4,141,57.7462,2862.969652,1.13397465e-04
1.4,142,58.1997,2863.155079,8.78487160e-05
1.4,143,58.5431,2862.969984,1.15148196e-04
1.4,144,58.9688,2863.392387,7.03887374e-05
1.4,145,59.3325,2863.089414,1.23833252e-04
1.4,146,59.7319,2862.857486,1.18598744e-04
1.4,147,60.1610,2863.733683,3.69540033e-05
1.4,148,60.5665,2863.031071,1.53277974e-04
1.4,149,60.9634,2862.888165,1.12039746e-04
1.4,150,61.3853,2863.566407,5.15389818e-05
1.4,151,61.8016,2862.963622,1.45922836e-04
1.4,152,62.2449,2862.921483,1.04615431e-04
1.4,153,62.6479,2862.907391,1.02548976e-04
1.4,154,63.0990,2863.080376,8.87654990e-05
1.4,155,63.4977,2862.877408,1.16465000e-04
1.4,156,63.8964,2862.888183,1.00716852e-04
1.4,157,64.3487,2863.093541,8.63802082e-05
1.4,158,64.7447,2862.930223,1.13543680e-04
1.4,159,65.1474,2862.956231,9.95945068e-05
1.4,160,65.5774,2863.155244,8.68477299e-05
1.4,161,65.9674,2862.957373,1.16089481e-04
1.4,162,66.3628,2862.919850,1.04275366e-04
1.4,163,66.7974,2863.116227,8.70419903e-05
1.4,164,67.1847,2862.909894,1.16712961e-04
1.4,165,67.5971,2862.948910,9.86360704e-05
1.4,166,68.0315,2863.495166,6.12634074e-05
1.4,167,68.4291,2862.985141,1.39088521e-04
1.4,168,68.8804,2863.332725,7.59012760e-05
1.4,169,69.2686,2862.880669,1.34817419e-04
1.4,170,69.6644,2862.787342,1.08386919e-04
1.4,171,70.0068,2862.974833,8.76966692e-05
1.4,172,70.4338,2862.863833,1.09688987e-04
1.4,173,70.8478,2863.057692,8.72274815e-05
1.4,174,71.2352,2862.876724,1.14844102e-04
1.4,175,71.6634,2863.559718,5.11888193e-05
1.4,176,72.0809,2863.042757,1.39599514e-04
1.4,177,72.4997,2862.817814,1.18084165e-04
1.4,178,72.9161,2862.975157,8.99179166e-05
1.4,179,73.2626,2862.944528,1.03767365e-04
1.4,180,73.7004,2864.218418,7.65261382e-06
1.4,181,74.0993,2863.132627,1.81509966e-04
1.4,182,74.4931,2862.461909,1.50928058e-04
1.4,183,74.8975,2862.993456,6.23471855e-05
1.4,184,75.3350,2863.973321,2.93158794e-05
1.4,185,75.7339,2863.186696,1.59467936e-04
1.4,186,76.1472,2863.048568,1.11687743e-04
1.4,187,76.5680,2864.072129,2.60964051e-05
1.4,188,76.9602,2863.255931,1.61646841e-04
1.4,189,77.3515,2863.048914,1.16763328e-04
1.4,190,77.7306,2863.464215,7.09120441e-05
1.4,191,78.1335,2863.150476,1.24626452e-04
1.4,192,78.5287,2862.972228,1.14643728e-04
1.4,193,78.9799,2864.077166,2.01006959e-05
1.4,194,79.3664,2863.171215,1.68259684e-04
1.4,195,79.7789,2863.085567,1.07821077e-04
1.4,196,80.2006,2863.046473,1.04391055e-04
1.4,197,80.6126,2862.990381,1.05643447e-04
1.4,198,81.0439,2863.573138,5.85741750e-05
1.4,199,81.3871,2863.129759,1.34178133e-04
1.4,200,81.7841,2863.106882,1.03196239e-04
1.4,201,82.2132,2863.297982,8.74307555e-05
1.4,202,82.6131,2863.060242,1.19026966e-04
1.4,203,83.0120,2863.054343,1.01945336e-04
1.4,204,83.4503,2863.071760,1.00227452e-04
1.4,205,83.8656,2863.070772,1.01583456e-04
1.4,206,84.2415,2863.062910,1.02089993e-04
1.4,207,84.6337,2863.046090,1.02749941e-04
1.4,208,85.0495,2863.008256,1.04298247e-04
1.4,209,85.4891,2863.099445,9.47920337e-05
1.4,210,85.8826,2862.977581,1.10489412e-04
1.4,211,86.2807,2863.073134,9.44705441e-05
1.4,212,86.7091,2863.298768,8.48863588e-05
1.4,213,87.0996,2863.043910,1.20288183e-04
1.4,214,87.5112,2862.991337,1.05384188e-04
1.4,215,87.9337,2863.305351,7.83746418e-05
1.4,216,88.3487,2863.025870,1.22102420e-04
1.4,217,88.7621,2862.992894,1.03940347e-04
1.4,218,89.1852,2863.520616,6.26289615e-05
1.4,219,89.5834,2863.108267,1.31891890e-04
1.4,220,89.9972,2862.967553,1.11878296e-04
1.4,221,90.4333,2864.088833,1.88966612e-05
1.4,222,90.8475,2863.229056,1.64857635e-04
1.4,223,91.2478,2863.101721,1.10892469e-04
1.4,224,91.6823,2863.104996,1.01269422e-04
1.4,225,92.0808,2863.045720,1.05878056e-04
1.4,226,92.5159,2863.299152,8.28382613e-05
1.4,227,92.9091,2863.049226,1.19924811e-04
1.4,228,93.3001,2863.086858,9.87380297e-05
1.4,229,93.7334,2863.250748,8.94355537e-05
1.4,230,94.1453,2863.090702,1.13302612e-04
1.4,231,94.5306,2862.924043,1.13789902e-04
1.4,232,94.9109,2862.993425,9.63987182e-05
1.4,233,95.3156,2862.961471,1.03865042e-04
1.4,234,95.7262,2862.997240,9.88752560e-05
1.4,235,96.1654,2863.908389,3.43787431e-05
1.4,236,96.5095,2863.136323,1.58395293e-04
1.4,237,96.8999,2863.023812,1.09800311e-04
1.4,238,97.3440,2864.388533,9.60310540e-07
1.4,239,97.7496,2863.273634,1.83654587e-04
1.4,240,98.1635,2862.959391,1.24663627e-04
1.4,241,98.5962,2863.300196,7.64007334e-05
1.4,242,98.9926,2862.987890,1.24520848e-04
1.4,243,99.4305,2863.035675,9.79900267e-05
1.4,244,99.8163,2862.995518,1.04469359e-04
1.4,245,100.2611,2863.059905,9.67667582e-05
1.4,246,100.6627,2863.096073,9.88459385e-05
1.4,247,101.0502,2863.048801,1.04993573e-04
1.4,248,101.4968,2863.293231,8.35015164e-05
1.4,249,101.8957,2863.042278,1.20000533e-04
1.8,0,0.4357,2867.499629,1.24454102e-04
1.8,1,0.8234,2868.684208,3.36279426e-05
1.8,2,1.2238,2866.805115,2.09192853e-04
1.8,3,1.6552,2866.727485,1.05959288e-04
1.8,4,2.0005,2866.324541,1.24601554e-04
1.8,5,2.3894,2864.922757,1.81840454e-04
1.8,6,2.8245,2863.644168,1.74780698e-04
1.8,7,3.1778,2862.867483,1.46018940e-04
1.8,8,3.5806,2862.976938,9.52383064e-05
1.8,9,4.0192,2863.720047,5.89265957e-05
1.8,10,4.4067,2863.001734,1.42673877e-04
1.8,11,4.8170,2862.893626,1.07705833e-04
1.8,12,5.2403,2863.165526,8.59293838e-05
1.8,13,5.6523,2863.093062,1.05663267e-04
1.8,14,5.9993,2863.046367,1.04186558e-04
1.8,15,6.4234,2864.049807,4.40081931e-05
1.8,16,6.8403,2862.948167,1.64640623e-04
1.8,17,7.2296,2863.061799,9.49989403e-05
1.8,18,7.6558,2863.574995,7.21018280e-05
1.8,19,8.0667,2862.733228,1.49748441e-04
1.8,20,8.4070,2862.974700,8.76730689e-05
1.8,21,8.8614,2863.462523,7.35558407e-05
1.8,22,9.2561,2862.977408,1.29310367e-04
1.8,23,9.7044,2862.712176,1.16709938e-04
1.8,24,10.1047,2863.178253,7.48019596e-05
1.8,25,10.5370,2863.960434,5.66875118e-05
1.8,26,10.9205,2862.981501,1.57608793e-04
1.8,27,11.3222,2863.029846,9.87402737e-05
1.8,28,11.7526,2864.094184,4.05184552e-05
1.8,29,12.1485,2862.925558,1.68479232e-04
1.8,30,12.5537,2862.964022,9.93065025e-05
1.8,31,12.9852,2863.699847,5.93439530e-05
1.8,32,13.4222,2863.646934,1.04542893e-04
1.8,33,13.7667,2862.836872,1.47931594e-04
1.8,34,14.1666,2863.075914,8.78123295e-05
1.8,35,14.5891,2863.113979,9.93293659e-05
1.8,36,14.9865,2862.992147,1.08492305e-04
1.8,37,15.3857,2862.963676,1.03142218e-04
1.8,38,15.7785,2863.647169,6.23429182e-05
1.8,39,16.1709,2862.851515,1.47105912e-04
1.8,40,16.5662,2862.977657,9.42820923e-05
1.8,41,17.0162,2863.081360,9.55679479e-05
1.8,42,17.4178,2862.723912,1.21994413e-04
1.8,43,17.8498,2862.877880,9.26874975e-05
1.8,44,18.2397,2862.859124,1.02585499e-04
1.8,45,18.6540,2862.965197,9.54321482e-05
1.8,46,19.0816,2864.143343,3.39966225e-05
1.8,47,19.4890,2863.049756,1.64179102e-04
1.8,48,19.8837,2862.981181,1.05440398e-04
1.8,49,20.3389,2864.278856,2.71469354e-05
1.8,50,20.7376,2862.774503,1.87718209e-04
1.8,51,21.1658,2862.261109,1.30930930e-04
1.8,52,21.5563,2862.916339,6.39625060e-05
1.8,53,21.9515,2863.127204,8.94269777e-05
1.8,54,22.3697,2863.924340,5.58305387e-05
1.8,55,22.7574,2862.853242,1.62890390e-04
1.8,56,23.1437,2864.129995,2.83458577e-05
1.8,57,23.5514,2862.909011,1.71479672e-04
1.8,58,23.9496,2862.956269,9.88025445e-05
1.8,59,24.3875,2864.415291,1.79008666e-05
1.8,60,24.8007,2863.005902,1.82276280e-04
1.8,61,25.2346,2862.674007,1.20530063e-04
1.8,62,25.6230,2863.050621,7.99286739e-05
1.8,63,26.0390,2862.795421,1.16135027e-04
1.8,64,26.4695,2863.074795,8.55010659e-05
1.8,65,26.8561,2862.987763,1.06498136e-04
1.8,66,27.2578,2863.042330,9.83837007e-05
1.8,67,27.6890,2863.179177,9.36686338e-05
1.8,68,28.1051,2862.806400,1.22872808e-04
1.8,69,28.5521,2862.736134,1.05537330e-04
1.8,70,28.8966,2862.881203,9.31974587e-05
1.8,71,29.3008,2863.037358,9.25621800e-05
1.8,72,29.7394,2863.275460,8.78661433e-05
1.8,73,30.1550,2863.018778,1.16219945e-04
1.8,74,30.5503,2863.189607,9.17212701e-05
1.8,75,30.9498,2862.824491,1.22433852e-04
1.8,76,31.3490,2863.267674,7.61139117e-05
1.8,77,31.7871,2863.221260,1.04170451e-04
1.8,78,32.1894,2862.780367,1.26776235e-04
1.8,79,32.6199,2862.695548,1.06371256e-04
1.8,80,33.0057,2862.862800,9.19262992e-05
1.8,81,33.4501,2863.593088,5.96612414e-05
1.8,82,33.8379,2862.666432,1.54613055e-04
1.8,83,34.2321,2863.034134,8.04394217e-05
1.8,84,34.6681,2863.380138,8.16827821e-05
1.8,85,35.0661,2862.734914,1.38485511e-04
1.8,86,35.5013,2862.689022,1.04140582e-04
1.8,87,35.8879,2863.021242,8.24726866e-05
1.8,88,36.2875,2862.842318,1.11763985e-04
1.8,89,36.7229,2864.336628,1.58787426e-05
1.8,90,37.1204,2862.744239,1.92763140e-04
1.8,91,37.5190,2862.996698,8.70434450e-05
1.8,92,37.9474,2864.160542,3.48161632e-05
1.8,93,38.3391,2862.686095,1.86004422e-04
1.8,94,38.7519,2863.081152,7.88718175e-05
1.8,95,39.1727,2863.371617,8.48654784e-05
1.8,96,39.5828,2862.978995,1.24010064e-04
1.8,97,39.9697,2862.921143,1.04825895e-04
1.8,98,40.4021,2864.552395,8.03120203e-06
1.8,99,40.7996,2862.925823,1.94722035e-04
1.8,100,41.1893,2863.071558,9.31592585e-05
1.8,101,41.6188,2863.116473,9.89368731e-05
1.8,102,42.0167,2862.910557,1.13310736e-04
1.8,103,42.4495,2863.287837,7.98905758e-05
1.8,104,42.7950,2862.855163,1.26305202e-04
1.8,105,43.2017,2862.989998,9.37839631e-05
1.8,106,43.6224,2864.468964,1.67579622e-05
1.8,107,44.0216,2862.981409,1.86755622e-04
1.8,108,44.4214,2862.962639,1.02586284e-04
1.8,109,44.8476,2863.040957,9.70226485e-05
1.8,110,45.2392,2862.831414,1.13518645e-04
1.8,111,45.6865,2863.495638,6.34471081e-05
1.8,112,46.0841,2862.846669,1.38700100e-04
1.8,113,46.4851,2863.137936,8.48195401e-05
1.8,114,46.9170,2863.235075,9.59440779e-05
1.8,115,47.3146,2862.870659,1.22393701e-04
1.8,116,47.6601,2863.000165,9.40893331e-05
1.8,117,48.0880,2864.296647,2.72152902e-05
1.8,118,48.4841,2862.965638,1.77784685e-04
1.8,119,48.8728,2863.019723,9.84113177e-05
1.8,120,49.3339,2864.649883,8.09376105e-06
1.8,121,49.7233,2863.066917,1.92223162e-04
1.8,122,50.1863,2862.445848,1.37101310e-04
1.8,123,50.5341,2863.004616,6.94902685e-05
1.8,124,50.9667,2864.447627,1.88184371e-05
1.8,125,51.3559,2863.068290,1.80554111e-04
1.8,126,51.8018,2864.327299,2.93626754e-05
1.8,127,52.1994,2862.985249,1.78417396e-04
1.8,128,52.6006,2862.943961,1.03876734e-04
1.8,129,53.0216,2863.933854,4.47844869e-05
1.8,130,53.4355,2862.967196,1.56905406e-04
1.8,131,53.8259,2862.594735,1.22854699e-04
1.8,132,54.2369,2863.027524,7.67095865e-05
1.8,133,54.6344,2862.978338,1.04329308e-04
1.8,134,55.0715,2863.445346,7.47485867e-05
1.8,135,55.4849,2862.924598,1.31352363e-04
1.8,136,55.9224,2864.531102,9.44941445e-06
1.8,137,56.3214,2863.033229,1.87346837e-04
1.8,138,56.6837,2863.028766,1.01766464e-04
1.8,139,57.1205,2863.396655,8.04286778e-05
1.8,140,57.5317,2862.830030,1.33981329e-04
1.8,141,57.9543,2863.445186,6.62589770e-05
1.8,142,58.3684,2862.883019,1.33725890e-04
1.8,143,58.7974,2863.556451,6.29194316e-05
1.8,144,59.1880,2862.858363,1.41514896e-04
1.8,145,59.5857,2863.022778,9.20888084e-05
1.8,146,60.0308,2863.166068,9.32994431e-05
1.8,147,60.4312,2863.022632,1.09730319e-04
1.8,148,60.8219,2862.912725,1.07808976e-04
1.8,149,61.2490,2863.840279,4.83568842e-05
1.8,150,61.6362,2862.917419,1.54395520e-04
1.8,151,62.0496,2863.076668,9.23848779e-05
1.8,152,62.4860,2864.430726,2.39158946e-05
1.8,153,62.8820,2862.980808,1.84598776e-04
1.8,154,63.3136,2862.588717,1.23979610e-04
1.8,155,63.7189,2863.006825,7.75508688e-05
1.8,156,64.1167,2862.991461,1.02391141e-04
1.8,157,64.5534,2864.060300,4.02604570e-05
1.8,158,64.9551,2862.805307,1.73428544e-04
1.8,159,65.4021,2862.403612,1.24529973e-04
1.8,160,65.7975,2863.026501,6.58158307e-05
1.8,161,66.1862,2863.042656,1.00584909e-04
1.8,162,66.5752,2862.995283,1.04225421e-04
1.8,163,66.9343,2863.075649,9.69052813e-05
1.8,164,67.3847,2863.279627,8.98216960e-05
1.8,165,67.7323,2862.862801,1.25397060e-04
1.8,166,68.1317,2863.173899,8.36831206e-05
1.8,167,68.5683,2863.976750,5.55030008e-05
1.8,168,68.9672,2863.053235,1.54433057e-04
1.8,169,69.4175,2863.322040,8.61067399e-05
1.8,170,69.8138,2862.956795,1.22441169e-04
1.8,171,70.2180,2863.052142,9.60468141e-05
1.8,172,70.6475,2863.245304,9.04414970e-05
1.8,173,71.0536,2863.012893,1.14829096e-04
1.8,174,71.4482,2862.989034,1.02877942e-04
1.8,175,71.8819,2863.022210,9.96095328e-05
1.8,176,72.2814,2863.041451,1.00408087e-04
1.8,177,72.7029,2863.222979,9.11081362e-05
1.8,178,73.1002,2862.868874,1.21802807e-04
1.8,179,73.5372,2863.081166,8.93452439e-05
1.8,180,73.9481,2863.020333,1.04996730e-04
1.8,181,74.3349,2863.058341,9.93326409e-05
1.8,182,74.7804,2864.148212,3.90552806e-05
1.8,183,75.1701,2862.973668,1.68818358e-04
1.8,184,75.5828,2862.946698,1.03056205e-04
1.8,185,76.0202,2864.634651,4.78193657e-06
1.8,186,76.4364,2863.243820,1.81212764e-04
1.8,187,76.8540,2862.939310,1.18960781e-04
1.8,188,77.2480,2862.854407,1.06376073e-04
1.8,189,77.6491,2863.043536,9.06725726e-05
1.8,190,78.0472,2863.105028,9.79869174e-05
1.8,191,78.4858,2863.152408,9.87955230e-05
1.8,192,78.8824,2862.940605,1.13648172e-04
1.8,193,79.3342,2863.918066,4.54969198e-05
1.8,194,79.7362,2863.011397,1.53467692e-04
1.8,195,80.1851,2862.511039,1.30183903e-04
1.8,196,80.5693,2863.079661,6.89255941e-05
1.8,197,80.9654,2863.031722,1.04257860e-04
1.8,198,81.3579,2863.604354,6.86958089e-05
1.8,199,81.7534,2862.836811,1.45495017e-04
1.8,200,82.1684,2863.017693,9.11452165e-05
1.8,201,82.5980,2863.809469,5.61376583e-05
1.8,202,82.9986,2862.905963,1.53286480e-04
1.8,203,83.3864,2863.082532,9.13923031e-05
1.8,204,83.8346,2864.494120,2.06191157e-05
1.8,205,84.2208,2862.969293,1.88891502e-04
1.8,206,84.6044,2863.089787,9.46057366e-05
1.8,207,85.0475,2864.150895,4.07034933e-05
1.8,208,85.4356,2862.805063,1.78634095e-04
1.8,209,85.8793,2862.565536,1.15236873e-04
1.8,210,86.2693,2863.075190,7.23048161e-05
1.8,211,86.6671,2863.079296,1.01275392e-04
1.8,212,87.1035,2863.809635,5.96583394e-05
1.8,213,87.5186,2862.850297,1.56485949e-04
1.8,214,87.9290,2863.044987,9.03539138e-05
1.8,215,88.3676,2863.292183,8.73449955e-05
1.8,216,88.7646,2862.903359,1.23792408e-04
1.8,217,89.1658,2862.993272,9.63582005e-05
1.8,218,89.5426,2863.265527,8.59090021e-05
1.8,219,89.8928,2863.042888,1.14269113e-04
1.8,220,90.3318,2862.948812,1.06901760e-04
1.8,221,90.7194,2863.123576,9.14957718e-05
1.8,222,91.1325,2862.903051,1.14147996e-04
1.8,223,91.5680,2864.298199,2.15612294e-05
1.8,224,91.9672,2863.047015,1.73210216e-04
1.8,225,92.3672,2863.134311,9.65082114e-05
1.8,226,92.8020,2864.726157,1.02893698e-05
1.8,227,93.2010,2863.142252,1.92276960e-04
1.8,228,93.6024,2863.008307,1.09186440e-04
1.8,229,94.0327,2863.100528,9.62259614e-05
1.8,230,94.4285,2863.015038,1.06409709e-04
1.8,231,94.8201,2863.044139,9.98430549e-05
1.8,232,95.2514,2863.164225,9.46291277e-05
1.8,233,95.6503,2863.025096,1.09483545e-04
1.8,234,96.0480,2862.928922,1.07021956e-04
1.8,235,96.4403,2863.502646,6.86332257e-05
1.8,236,96.8353,2862.861792,1.38235086e-04
1.8,237,97.2368,2863.026971,9.20450750e-05
1.8,238,97.6696,2864.592370,1.18049056e-05
1.8,239,98.0708,2863.106071,1.86683595e-04
1.8,240,98.4681,2862.963364,1.09688567e-04
1.8,241,98.9122,2862.959064,1.01757119e-04
1.8,242,99.3076,2862.988804,9.98064459e-05
1.8,243,99.7122,2863.024568,9.94612351e-05
1.8,244,100.1332,2863.540704,7.19333044e-05
1.8,245,100.5262,2862.953098,1.35183680e-04
1.8,246,100.9162,2863.001207,9.87537881e-05
1.8,247,101.3630,2864.438144,1.91664827e-05
1.8,248,101.7613,2862.999807,1.83935169e-04
1.8,249,102.1054,2862.941987,1.04824082e-04
2.0,0,0.4165,2868.669663,6.18154501e-05
2.0,1,0.8138,2866.655261,2.05403153e-04
2.0,2,1.2097,2866.183030,1.25865898e-04
2.0,3,1.6354,2866.734564,7.30654528e-05
2.0,4,2.0315,2866.297246,1.24065269e-04
2.0,5,2.4333,2864.841780,1.76576116e-04
2.0,6,2.8699,2863.641601,1.63409746e-04
2.0,7,3.2777,2862.852411,1.42213018e-04
2.0,8,3.6686,2863.057118,9.09529975e-05
2.0,9,4.1008,2864.292602,3.77907857e-05
2.0,10,4.5006,2862.745498,1.81302331e-04
2.0,11,4.8806,2863.115421,8.24319938e-05
2.0,12,5.3269,2863.309907,9.14800852e-05
2.0,13,5.6809,2862.798496,1.27886629e-04
2.0,14,6.0267,2863.062935,8.78722975e-05
2.0,15,6.4271,2864.595091,2.24900213e-05
2.0,16,6.8149,2862.283660,2.20722386e-04
2.0,17,7.2048,2862.707055,7.96741554e-05
2.0,18,7.6501,2862.859651,9.36405958e-05
2.0,19,8.0464,2862.601940,1.14802110e-04
2.0,20,8.4481,2862.809620,9.07995863e-05
2.0,21,8.8254,2864.360572,2.15206331e-05
2.0,22,9.1755,2861.968048,2.24904706e-04
2.0,23,9.5770,2862.605534,6.86324853e-05
2.0,24,10.0148,2864.016821,2.87238168e-05
2.0,25,10.4281,2861.998349,2.05613026e-04
2.0,26,10.8444,2861.162540,1.44617404e-04
2.0,27,11.2498,2862.128954,5.16680570e-05
2.0,28,11.6324,2863.730793,1.88961300e-05
2.0,29,12.0187,2862.141062,1.83500784e-04
2.0,30,12.4336,2862.530441,8.14285639e-05
2.0,31,12.8783,2864.327890,8.80755205e-06
2.0,32,13.2784,2861.994746,2.21842214e-04
2.0,33,13.6729,2862.581604,7.12436050e-05
2.0,34,14.1104,2862.977944,8.10695131e-05
2.0,35,14.4990,2862.451337,1.28670380e-04
2.0,36,14.8978,2862.749583,8.61286634e-05
2.0,37,15.3167,2863.465524,6.45861993e-05
2.0,38,15.7162,2862.213736,1.66071429e-04
2.0,39,16.1487,2862.245264,9.98846429e-05
2.0,40,16.5337,2862.660555,8.00921620e-05
2.0,41,16.9322,2862.632515,1.02956848e-04
2.0,42,17.3671,2863.375315,6.32008851e-05
2.0,43,17.7786,2862.130632,1.65705009e-04
